CID,dg_3,na_ex_O2,FC_12_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,n,ms,C4_2_O2_2_1,FC_6_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_27_N3_0_/_/_0,FC_14_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_3_C4_0_/_/_0,FC_1_C4_0_H1_1_/_1_/_0_0,bd_in_2,na_ex_N3,LeafAC_C4_C4_1,na_in_O2,LeafAC_N3_C4_1,LeafAC_C4_O2_1,FC_22_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,P5_4_S2_2_1,C4_2_S2_2_1,C4_4_O2_2_1,FC_15_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_65_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_62_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_C4_2_2,FC_101_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_49_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_45_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_59_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_80_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
14935808,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
11598,0.0,0.0,0.0,0.0392157,0.042079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8058,0.0,0.0,0.0,0.0392157,0.00673263,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8103,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12297,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12178,0.05,0.142857,0.0,0.0588235,0.0306029,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0
11597,0.0,0.0,0.0,0.0392157,0.0224421,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8908,0.0,0.142857,0.0,0.117647,0.0597933,0.5,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12732,0.0,0.0,0.0,0.0392157,0.042079,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
5754,0.35,0.714286,0.2,0.431373,0.0994593,0.0,0.0,0.0,0.0,0.125,0.333333,0.1,0.0,0.4,0.0,0.0,0.0,1,0,0.0,0.0,1,0,0,0.0,0,0,0,0,0
126,0.1,0.285714,0.0,0.0980392,0.170968,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0.25,0,0,0,0,0
10326,0.1,0.0,0.0,0.0980392,0.0885873,0.0,0.0,0.0,0.0,0.25,0.333333,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
11575,0.05,0.0,0.0,0.0588235,0.550495,0.0,0.0,0.0,0.0,0.0,0.416667,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
10962,0.0,0.0,0.0,0.0196078,0.38529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8038,0.0,0.142857,0.0,0.0784314,0.0709987,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
10957,0.0,0.142857,0.0,0.0588235,0.0795675,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
31260,0.0,0.142857,0.0,0.0392157,0.031963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7915,0.0,0.142857,0.0,0.0588235,0.0795675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7463,0.1,0.0,0.0,0.117647,0.0617158,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
4004,0.15,0.571429,0.0,0.294118,0.194457,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.4,0.285714,0.0,1.0,0,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0
1254,0.15,0.142857,0.2,0.137255,0.0381055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
4064,0.0,0.285714,0.0,0.215686,0.105534,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.285714,1.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
31244,0.1,0.285714,0.0,0.117647,0.146214,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
4115,0.25,0.285714,0.0,0.333333,0.23333,0.0,0.0,0.0,0.0,0.25,0.666667,0.6,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
6557,0.0,0.0,0.0,0.0196078,0.0466105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8723,0.05,0.142857,0.0,0.0392157,0.031963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7745,0.05,0.142857,0.0,0.0588235,0.0306029,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12296,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12724,0.0,0.0,0.0,0.0392157,0.0224421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11732,0.0,0.142857,0.0,0.0392157,0.031963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0
35784,0.05,0.142857,0.0,0.0980392,0.0287894,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12242,0.0,0.142857,0.0,0.0980392,0.0287894,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12323,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12240,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7910,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11543,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11261,0.05,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11710,0.0,0.142857,0.0,0.0980392,0.0287894,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0
11708,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0
11264,0.05,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6493,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7294,0.05,0.285714,0.0,0.0392157,0.129552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
13068,0.25,0.0,0.0,0.215686,0.127172,0.0,0.0,0.0,0.0,0.5,0.75,0.7,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
7150,0.1,0.285714,0.0,0.117647,0.146214,0.0,0.0,0.0,0.0,0.125,0.416667,0.3,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
12338,0.0,0.142857,0.0,0.0392157,0.031963,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12180,0.05,0.285714,0.0,0.0588235,0.0795675,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8091,0.05,0.285714,0.0,0.137255,0.0559294,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7962,0.05,0.0,0.0,0.0588235,0.0224421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7296,0.05,0.0,0.0,0.0392157,0.0224421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6569,0.0,0.142857,0.0,0.0196078,0.0597933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
13187,0.0,0.142857,0.0,0.117647,0.0397837,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8093,0.0,0.142857,0.0,0.0980392,0.0418647,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7909,0.0,0.142857,0.0,0.0588235,0.0479982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11721,0.0,0.142857,0.0,0.0196078,0.0338672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6658,0.05,0.285714,0.0,0.0588235,0.10813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7002,0.15,0.0,0.0,0.137255,0.112211,0.0,0.0,0.0,0.0,0.25,0.583333,0.5,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
7055,0.15,0.0,0.0,0.137255,0.112211,0.0,0.0,0.0,0.0,0.25,0.583333,0.5,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
7892,0.0,0.0,0.0,0.0392157,0.00673263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7282,0.05,0.0,0.0,0.0392157,0.00673263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6560,0.0,0.142857,0.0,0.0196078,0.0338672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11124,0.05,0.285714,0.0,0.0392157,0.0918086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11182,0.0,0.142857,0.0,0.0196078,0.0338672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7895,0.0,0.142857,0.0,0.0392157,0.05279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
15413,0.0,0.142857,0.0,0.0392157,0.031963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7301,0.05,0.0,0.0,0.0392157,0.05279,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12206,0.05,0.285714,0.0,0.0784314,0.0709987,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8209,0.0,0.142857,0.0,0.215686,0.0262505,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7080,0.3,0.0,0.0,0.27451,0.148118,0.0,0.0,0.0,0.0,0.75,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
931,0.1,0.0,0.0,0.117647,0.127172,0.0,0.0,0.0,0.0,0.25,0.666667,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
7048,0.1,0.428571,0.0,0.137255,0.186678,0.0,0.0,0.0,0.5,0.0,0.333333,0.3,0.5,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7485,0.1,0.428571,0.0,0.137255,0.186678,0.0,0.0,0.0,0.5,0.0,0.333333,0.3,0.5,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7416,0.05,0.285714,0.0,0.0980392,0.198919,0.0,0.0,0.0,0.5,0.0,0.416667,0.3,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
7422,0.1,0.285714,0.0,0.117647,0.167776,0.0,0.0,0.0,0.5,0.0,0.333333,0.3,0.5,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
6944,0.1,0.285714,0.0,0.117647,0.167776,0.0,0.0,0.0,0.5,0.0,0.333333,0.3,0.5,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
38411,0.55,0.0,0.0,0.333333,0.725344,0.0,0.0,0.0,0.0,0.25,0.0833333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
40484,0.55,0.0,0.0,0.333333,0.725344,0.0,0.0,0.0,0.0,0.25,0.0833333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
31285,0.0,0.0,0.0,0.0980392,0.0224421,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
18937,0.0,0.0,0.0,0.0980392,0.0350097,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6230,0.3,0.285714,0.0,0.352941,0.0884933,0.0,0.0,0.0,0.0,0.125,0.416667,0.1,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
37251,0.5,0.0,0.0,0.313725,0.658351,0.0,0.0,0.0,0.0,0.25,0.166667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
16495,0.5,0.0,0.0,0.313725,0.658351,0.0,0.0,0.0,0.0,0.25,0.166667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
38200,0.6,0.0,0.0,0.333333,0.726716,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
18636,0.6,0.0,0.0,0.352941,0.716775,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
92408,0.5,0.0,0.0,0.333333,0.651815,0.0,0.0,0.0,0.0,0.25,0.166667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6453470,0.5,0.0,0.0,0.333333,0.651815,0.0,0.0,0.0,0.0,0.25,0.166667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
158601,0.5,0.0,0.0,0.333333,0.651815,0.0,0.0,0.0,0.0,0.25,0.166667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8263,0.0,0.0,0.0,0.156863,0.53657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
356,0.0,0.0,0.0,0.0784314,0.0103579,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
957,0.0,0.142857,0.0,0.0980392,0.0287894,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
20083,0.0,0.142857,0.0,0.0980392,0.0287894,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8125,0.0,0.0,0.0,0.0784314,0.0224421,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12370,0.0,0.0,0.0,0.0784314,0.0367235,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
31289,0.0,0.142857,0.0,0.117647,0.0397837,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11855,0.25,0.0,0.0,0.137255,0.715087,0.0,0.0,0.0,0.0,0.0,0.0833333,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
41404,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
38014,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
17348,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
41362,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
91662,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
40470,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
35823,0.35,0.0,0.0,0.254902,0.457374,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
42128,0.45,0.0,0.0,0.27451,0.516169,0.0,0.0,0.0,0.0,0.5,0.25,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
38254,0.45,0.0,0.0,0.294118,0.515798,0.0,0.0,0.0,0.0,0.5,0.25,0.6,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
93415,0.35,0.0,0.0,0.27451,0.459575,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
92412,0.35,0.0,0.0,0.27451,0.459575,0.0,0.0,0.0,0.0,0.25,0.416667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
8285,0.0,0.571429,0.0,0.0980392,0.0999694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12784,0.25,0.0,0.0,0.137255,0.0573521,0.0,0.0,0.0,0.0,0.0,0.0833333,0.3,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8003,0.0,0.0,0.0,0.0196078,0.00396037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8004,0.0,0.0,0.0,0.0196078,0.0224421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
5326161,0.0,0.0,0.0,0.0196078,0.0224421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
10864,0.05,0.0,0.0,0.137255,0.0573521,0.0,0.333333,0.0,0.0,0.125,0.416667,0.3,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
12309,0.0,0.0,0.0,0.0196078,0.0466105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
9142,0.4,0.0,0.0,0.313725,0.1599,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0
4754,0.1,0.142857,0.0,0.176471,0.117468,0.0,0.0,0.0,0.0,0.25,0.333333,0.3,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
995,0.2,0.0,0.0,0.196078,0.140263,0.0,0.0,0.0,0.0,0.5,0.833333,0.7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
