CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,C4_2_N3_2_1,FC_2_C4_0_/_/_0,LeafAC_C4_C4_1,na_in_N3,ms,C4_2_C4_2_1,na_ex_S2,LeafAC_O2_N3_2,C4_2_C4_2_2,LeafAC_O2_C4_2,FC_88_P5_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,C4_3_N3_2_1,FC_40_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,bd_in_2,FC_50_N3_0_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_22_C4_0_F1_1_/_1_/_0_0,na_ex_S6,FC_23_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_18_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_4_C4_0_O2_1_/_2_/_0_0,FC_19_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_75_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_106_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Br1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_58_C4_0_S2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_S2_1,FC_39_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_3,C4_2_N3_3_1,FC_25_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_77_C4_0_N3_1_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_4,FC_42_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,C4_2_N3_2_2,LeafAC_C4_C4_2,FC_209_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0
2554,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.125146,0.190476,0.0,0.0,0.375,0.25,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
12766,0.285714,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0287719,0.285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
2735009,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.4,0.0807018,0.0,0.5,0.0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
5881,0.607143,0.0,0.125,0.0,0.0,0.0,0.1,0.333333,0.0,0.0553527,0.190476,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.4,0.0,0.0,0,0
92326,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.333333,0.4,0.0842105,0.190476,0.0,0.0,0.5,0.25,0,0.2,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
70801,0.321429,0.0,0.0,0.0,0.0,0.0,0.1,0.166667,0.4,0.102047,0.0952381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
10507,0.75,0.0,0.25,0.0,0.333333,0.0,0.1,0.833333,0.0,0.0702235,0.142857,0.0,0.0,0.0,0.75,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.75,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6,0.0,0.0,0,0
14033081,0.392857,0.0,0.0,0.0,0.333333,0.0,0.1,0.0,0.0,0.0916409,0.190476,0.0,0.0,0.25,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
28936,0.5,0.0,0.125,0.0,0.0,0.0,0.2,0.333333,0.0,0.244137,0.0952381,0.0,0.0,0.25,0.25,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
18636,0.428571,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.581499,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
74638,0.142857,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.4,0.106433,0.0,0.0,0.0,0.0,0.5,0,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0
6493,0.0357143,0.0,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0195489,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
41017,0.214286,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312281,0.0,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
39676,0.321429,0.2,0.0,0.0,0.0,0.0,0.1,0.166667,0.2,0.220533,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,1,0
13249,0.321429,0.0,0.0,0.0,0.0,0.25,0.3,0.0,0.2,0.177778,0.0,0.0,0.0,0.125,0.0,0,0.2,0.0,0.307692,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
4891,0.678571,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0820455,0.333333,0.0,0.0,0.125,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.428571,0.0,0,0.0,0.0,0.0,0,0
9153,0.714286,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.125439,0.238095,0.0,0.0,0.375,0.0,0,0.0,0.0,0.769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
11195691,0.392857,0.0,0.0,0.333333,0.333333,0.25,0.1,0.166667,0.2,0.0916409,0.142857,0.0,0.0,0.25,0.5,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
676454,0.214286,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.145419,0.0952381,0.5,0.0,0.25,0.0,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
13649,0.214286,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
31374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0526316,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
2357110,0.535714,0.0,0.0,0.0,0.333333,0.0,0.1,0.0,0.2,0.09012,0.333333,0.0,0.0,0.25,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.285714,0.0,0,0.0,0.0,0.0,0,0
5364932,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0881579,0.0,0.5,0.0,0.0,0.25,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
5284369,0.571429,0.0,0.0,0.0,0.333333,0.0,0.2,0.0,0.0,0.110217,0.238095,0.0,0.0,0.5,0.25,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
12463,0.214286,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479532,0.0,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9162,0.785714,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.120078,0.190476,0.0,0.0,0.625,0.0,0,0.0,0.0,0.846154,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
6010,0.607143,0.0,0.125,0.0,0.0,0.0,0.1,0.5,0.0,0.0529015,0.190476,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6,0.0,0.0,0,0
12290,0.178571,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.126901,0.0,0.0,0.0,0.25,0.25,0,0.0,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
68351,0.428571,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.186584,0.0952381,0.0,0.0,0.25,0.0,0,0.2,0.0,0.461538,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
5336,0.392857,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.161153,0.142857,0.0,0.0,0.25,0.0,0,0.4,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.5,0,0
6888,0.357143,0.0,0.0,0.0,0.0,0.0,0.2,0.166667,0.4,0.109623,0.0952381,0.0,0.0,0.25,0.25,0,0.0,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7243,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859649,0.0952381,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
23424378,0.107143,0.0,0.0,0.333333,0.333333,0.0,0.0,0.166667,0.2,0.135673,0.047619,0.0,0.0,0.0,0.25,0,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9013,0.214286,0.0,0.0,0.0,0.0,0.0,0.2,0.166667,0.2,0.101754,0.047619,0.0,0.0,0.125,0.25,0,0.2,0.0,0.230769,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
14033058,0.464286,0.0,0.0,0.0,0.333333,0.0,0.1,0.0,0.2,0.104605,0.238095,0.0,0.0,0.25,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.285714,0.0,0,0.0,0.0,0.0,0,0
38252,0.428571,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.197448,0.0952381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
15604,0.464286,0.0,0.0,0.0,0.0,0.0,0.4,0.166667,0.0,0.0920378,0.142857,0.0,0.0,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
8221,0.535714,0.0,0.125,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0153278,0.666667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0.0,0,0
4837,0.142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0377193,0.0952381,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
11842,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769298,0.047619,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
19427,0.642857,0.0,0.0,0.0,0.0,0.0,0.6,0.166667,0.0,0.106433,0.190476,0.0,0.0,0.375,0.0,0,0.0,0.0,0.692308,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
5326,0.357143,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.6,0.166044,0.047619,0.0,0.0,0.125,0.0,0,0.4,0.0,0.461538,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.5,0,0
7971,0.178571,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.2,0.126901,0.047619,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.5,0,0
4583,0.535714,0.0,0.125,0.0,0.333333,0.0,0.4,0.166667,0.6,0.124485,0.0952381,0.0,0.0,0.0,0.5,0,0.0,0.0,0.307692,0.0,0.5,0,0.5,0.0,0.25,0.333333,0,0,0,0,0.0,0,0.714286,0.0,0,0.0,0.0,0.0,0,0
5405,1.0,0.0,0.25,0.0,0.0,0.0,0.3,0.5,0.2,0.0665743,0.428571,0.0,0.0,0.625,0.0,0,0.0,0.0,0.692308,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.428571,0.0,0,0.2,0.0,0.0,0,0
9154,0.571429,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.121727,0.190476,0.0,0.0,0.375,0.0,0,0.0,0.0,0.615385,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
555407,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.150067,0.190476,0.0,0.0,0.375,0.25,0,0.2,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3474,0.642857,0.1,0.25,0.0,0.333333,0.25,0.5,0.0,0.4,0.152999,0.0952381,0.0,0.0,0.375,0.25,0,0.4,0.0,0.615385,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.5,0.0,0,0
4496,0.535714,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.4,0.144862,0.0952381,0.0,0.333333,0.375,0.25,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3225,0.214286,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.132876,0.047619,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9117,0.785714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.133953,0.0952381,0.0,0.0,0.625,0.0,0,0.0,0.0,0.846154,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
11936,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.166667,0.0,0.0986355,0.0952381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
14639068,0.392857,0.0,0.0,0.0,0.0,0.0,0.2,0.166667,0.0,0.189111,0.047619,0.0,0.0,0.125,0.25,0,0.0,0.0,0.384615,0.0,0.0,1,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9201,0.607143,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.110466,0.190476,0.0,0.0,0.25,0.0,0,0.0,0.0,0.615385,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9158,0.714286,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.125439,0.190476,0.0,0.0,0.375,0.0,0,0.0,0.0,0.769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
275903,0.607143,0.0,0.0,0.0,0.0,0.0,0.1,0.833333,0.0,0.058418,0.142857,0.0,0.0,0.0,0.5,0,0.0,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6,0.0,0.0,0,0
2315,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.209414,0.0952381,0.0,0.0,0.25,0.0,0,0.6,0.0,0.461538,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
34766,0.285714,0.0,0.0,0.0,0.0,0.0,0.2,0.166667,0.0,0.112281,0.0952381,0.0,0.0,0.125,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
15951,0.107143,0.1,0.0,0.0,0.0,0.0,0.2,0.5,1.0,0.108772,0.0,0.0,0.0,0.0,0.0,0,0.8,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0
4641,0.607143,0.0,0.125,0.333333,0.0,0.0,0.2,0.166667,0.4,0.107496,0.190476,0.0,0.0,0.375,0.5,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
27295,0.428571,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.232749,0.047619,0.0,0.666667,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
19041,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.0,0.00399274,0.047619,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
51605,0.535714,0.0,0.0,0.0,0.333333,0.25,0.3,0.166667,0.2,0.106718,0.190476,0.0,0.0,0.375,0.25,0,0.2,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9195,0.607143,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.110466,0.190476,0.0,0.0,0.375,0.0,0,0.0,0.0,0.615385,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7516,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859649,0.0952381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
31677,0.357143,0.1,0.0,0.333333,0.666667,0.0,0.1,0.5,0.2,0.0815976,0.0952381,0.0,0.0,0.125,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0.0,0,0
36401,0.428571,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.314195,0.0952381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
8209,0.392857,0.0,0.125,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0159844,0.47619,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0.0,0,0
44178,0.392857,0.0,0.0,0.0,0.333333,0.0,0.1,0.0,0.0,0.0957115,0.238095,0.0,0.0,0.25,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
12407,0.785714,0.0,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.00964912,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
6274,0.178571,0.0,0.125,0.0,0.0,0.5,0.1,0.0,0.4,0.121053,0.0,0.0,0.0,0.0,0.25,0,0.2,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.5,0,0
12025,0.142857,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.0785425,0.0952381,0.0,0.0,0.0,0.25,0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
32872,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.833333,0.2,0.112204,0.0952381,0.5,0.0,0.125,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
7933,0.214286,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.195682,0.047619,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
19540,0.285714,0.0,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0128655,0.238095,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7966,0.214286,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.033795,0.190476,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
11420,0.178571,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.2,0.069969,0.047619,0.0,0.0,0.125,0.0,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.5,0,0
21803,0.178571,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.340503,0.0,0.5,0.0,0.0,0.0,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
38253,0.428571,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.307177,0.0952381,0.0,0.0,0.125,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3059,0.428571,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.186505,0.0,0.0,0.0,0.25,0.25,0,0.0,0.0,0.461538,0.0,1.0,0,0.0,0.0,0.0,0.333333,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
25572,0.5,0.0,0.125,0.0,0.0,0.5,0.2,0.0,0.4,0.105764,0.0952381,0.0,0.0,0.125,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,1.0,0,0
5572,0.714286,0.0,0.125,0.0,0.0,0.0,0.1,0.0,0.2,0.0483946,0.52381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.428571,0.0,0,0.2,0.0,0.0,0,0
11565,0.178571,0.0,0.0,0.0,0.0,0.25,0.0,0.333333,0.2,0.069969,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.5,0,0
7362,0.142857,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.155343,0.047619,0.0,0.0,0.125,0.25,0,0.0,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
