CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_O2,ns_co_N3,ns_co_N2,ns_co_C4,ns_nc_O1,ns_nc_C2,ns_nc_N2,ns_nc_C3,ns_nc_C1,ns_nc_N1,ns_nc_O2,ns_nc_N3,ns_nc_C4,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C2_O2_1,ec_co_C3_C3_2,ec_co_C3_C3_1,ec_co_C3_O2_1,ec_co_C3_N3_1,ec_co_C2_N2_1,ec_co_C4_C4_1,ec_co_C3_C4_1,ec_co_C2_N3_1,ec_co_C2_N2_2,ec_co_C3_N2_1,ec_co_N2_N2_1,ec_co_C4_O2_1,ec_co_C2_C4_1,ec_co_O2_O2_1,ec_co_C3_N2_2,ec_in_N2_C3_1,ec_in_C3_N2_1,ec_in_C3_C2_1,ec_in_C2_C2_2,ec_in_O2_C2_1,ec_in_C2_O2_1,ec_in_C2_C2_1,ec_in_N3_C2_1,ec_in_C2_C3_1,ec_in_C4_C2_1,ec_in_C2_C3_2,ec_in_C3_C3_1,ec_in_C3_O2_1,ec_in_C2_N2_1,ec_in_C3_N3_1,ec_in_O2_O2_1,ec_in_C3_C4_1,ec_ex_C3_C2_1,ec_ex_C2_O1_1,ec_ex_C3_C1_1,ec_ex_C2_C1_1,ec_ex_C2_C2_1,ec_ex_C2_O1_2,ec_ex_C3_N1_1,ec_ex_C2_C1_2,ec_ex_C3_O1_2,ec_ex_C2_C3_1,ec_ex_C3_O1_1,ec_ex_C4_C1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C3_C3_1,ec_ex_C2_N1_3,ec_ex_C3_C1_2,ec_ex_N2_N1_1,ec_ex_C3_N2_1,ec_ex_N3_C2_1,ec_ex_N2_C1_1,ec_ex_N3_C1_1,ec_ex_C3_N3_1,ec_ex_C3_C4_1,ec_ex_O2_C3_1,ec_ex_C2_N1_1,ec_ex_N3_C3_1,ec_ex_O2_C4_1,ec_ex_C3_C3_2,ec_ex_O2_C2_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
5281531,16,7,6,1,122.5,0,2,3,2,4,4,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,4,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
7051,14,6,5,1,124.286,0,5,1,0,3,3,2,0,3,0,0,0,1,0,1,5,0,0,0,0,1,3,0,1,2,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
9161,12,12,0,0,120,0,8,4,0,0,0,0,0,6,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1017,12,6,2,0,133.333,0,4,2,0,4,0,2,0,3,0,0,0,2,0,2,4,0,0,0,0,4,0,0,2,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9543187,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
31244,10,6,2,0,128,0,4,2,0,2,2,0,0,3,0,0,0,1,0,2,4,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8452,6,5,1,0,126.667,0,4,1,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1140,7,6,1,0,120,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8078,6,6,0,0,120,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
4284,14,6,4,1,124.286,0,4,2,0,4,2,2,0,3,0,0,0,1,0,2,4,0,0,0,0,1,2,0,1,3,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17
11966,14,6,5,1,128.571,0,5,1,0,4,2,1,1,3,0,0,0,1,0,1,5,0,0,0,0,1,0,0,1,3,0,2,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
7044,10,10,0,0,120,0,8,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
938,9,6,2,0,131.111,0,5,1,0,2,0,1,0,3,0,0,0,1,0,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11463,10,6,2,0,120,0,4,2,0,3,0,1,0,1,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
403,8,6,1,0,127.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7970,7,6,1,0,122.857,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
8283,16,7,6,1,122.5,0,2,3,2,4,4,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,4,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
31404,16,6,2,0,122.5,0,2,4,0,8,0,0,2,3,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,7,0,0,0,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24
8437,23,21,1,0,128.696,0,17,4,0,2,0,0,0,6,0,0,0,2,0,4,14,3,0,0,0,2,0,0,0,0,0,0,0,0,2,6,2,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
8467,12,6,3,1,130,0,3,3,0,3,3,0,0,3,0,0,0,1,0,3,3,0,0,0,0,2,2,0,0,1,0,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
6989,11,6,2,0,123.636,0,3,3,0,4,0,1,0,3,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7962,7,6,1,0,120,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6788,32,6,12,2,125,0,4,2,0,4,20,2,0,3,0,0,0,2,0,2,4,0,0,0,0,2,18,0,2,2,0,2,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
5368797,16,7,6,1,122.5,0,2,3,2,4,4,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,4,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
335,8,6,1,0,125,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9265,7,7,0,0,120,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7095,12,12,0,0,120,0,10,2,0,0,0,0,0,6,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10836,11,6,4,1,121.818,0,5,1,0,2,2,1,0,3,0,0,0,0,0,1,5,0,0,0,0,0,1,1,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15
7102,13,12,1,0,121.538,0,9,3,0,1,0,0,0,6,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2879,8,6,1,0,125,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8560,18,6,5,2,128.889,0,4,2,0,4,6,2,0,3,0,0,0,4,0,2,4,0,0,0,0,2,4,0,2,2,0,2,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
8029,5,5,0,0,128,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
20055018,16,7,6,1,122.5,0,2,3,2,4,4,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,4,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
20849290,12,5,4,1,126.667,0,3,2,0,3,3,1,0,0,0,0,0,1,0,2,3,0,0,0,0,2,3,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
7949,9,6,1,0,122.222,0,3,3,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4947,15,6,5,1,133.333,0,2,4,0,5,3,1,0,3,0,0,0,1,0,4,2,0,0,0,0,4,2,0,1,1,0,1,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7515,8,6,2,0,122.5,0,5,1,0,1,1,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
6054,9,6,3,1,124.444,0,5,1,0,1,2,0,0,3,0,0,0,0,0,1,5,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7298,6,5,1,0,126.667,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7242,8,6,1,0,122.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
73555666,14,6,2,0,125.714,0,3,3,0,5,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,1,0,0,2,4,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
13586,5,3,2,0,128,0,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7127,13,6,3,1,126.154,0,3,3,0,3,4,0,0,3,0,0,0,1,0,3,3,0,0,0,0,0,2,0,0,3,0,2,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7963,7,6,1,0,122.857,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
33599,32,6,11,2,125,0,4,2,0,6,16,4,0,3,0,0,0,2,0,2,4,0,0,0,0,2,14,0,4,4,0,2,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
6115,7,6,1,0,122.857,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25022145,16,7,6,1,122.5,0,2,3,2,4,4,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,4,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
8561,22,6,7,2,127.273,0,4,2,0,4,10,2,0,3,0,0,0,2,0,2,4,0,0,0,0,2,8,0,2,2,0,2,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
7499,8,6,2,0,120,0,5,1,0,1,1,0,0,1,0,0,0,1,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
31236,10,6,4,1,128,0,5,1,0,1,3,0,0,3,0,0,0,0,0,1,5,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6623,17,13,1,0,124.706,0,8,4,1,4,0,0,0,6,0,0,0,0,0,4,8,0,0,0,1,2,0,0,0,2,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
7934,8,6,1,0,122.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
7017,13,12,1,0,123.077,0,9,3,0,1,0,0,0,6,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
637511,10,6,4,1,124,0,5,1,0,1,3,0,0,3,0,1,0,1,0,1,5,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
6629,11,6,3,1,127.273,0,5,1,0,3,1,0,1,3,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,2,0,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12
7732,9,6,2,0,126.667,0,4,2,0,2,1,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
8227,20,10,6,1,125,0,3,7,0,4,5,1,0,1,0,0,0,2,0,6,3,0,1,0,0,2,5,0,1,2,0,0,0,0,0,0,4,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
7220,9,9,0,0,126.667,0,7,2,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6853,13,13,0,0,120,0,9,4,0,0,0,0,0,6,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
931,10,10,0,0,120,0,8,2,0,0,0,0,0,5,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
