CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_N3,ns_co_N2,ns_co_C4,ns_co_O2,ns_nc_O1,ns_nc_C2,ns_nc_C1,ns_nc_C3,ns_nc_N2,ns_nc_O2,ns_nc_C4,ns_nc_N3,ns_nc_N1,ec_co_C3_C3_1,ec_co_C3_C3_2,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C2_N3_1,ec_co_C3_N3_1,ec_co_C2_N2_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C3_N2_1,ec_co_C3_N2_2,ec_co_C2_N2_2,ec_co_N2_N3_1,ec_co_N2_N2_2,ec_co_N2_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C4_N2_1,ec_co_C3_O2_1,ec_co_N3_O2_1,ec_co_C2_O2_1,ec_co_N3_N3_1,ec_co_C4_C4_1,ec_co_C4_O2_1,ec_co_N2_O2_1,ec_co_O2_O2_1,ec_co_C4_N3_1,ec_in_N3_C2_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_N2_1,ec_in_C3_C2_1,ec_in_C3_N3_1,ec_in_N3_C3_1,ec_in_N2_C2_1,ec_in_C3_O2_1,ec_in_C4_C2_1,ec_in_C3_C3_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_N2_C3_1,ec_in_C4_C3_1,ec_in_O2_C2_1,ec_in_C2_N2_1,ec_in_C3_N2_2,ec_in_N2_O2_1,ec_in_C2_N3_1,ec_in_C2_C2_2,ec_in_C3_C2_2,ec_in_C4_O2_1,ec_in_N2_C4_1,ec_in_N2_C3_2,ec_ex_C3_O1_1,ec_ex_C3_O1_2,ec_ex_C2_C2_1,ec_ex_C2_O1_1,ec_ex_C3_C1_1,ec_ex_N2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O2_1,ec_ex_O2_C1_1,ec_ex_C2_C4_1,ec_ex_C4_O1_1,ec_ex_C4_C1_1,ec_ex_N3_C1_1,ec_ex_C2_N3_1,ec_ex_N3_C2_1,ec_ex_C3_C2_1,ec_ex_C3_C3_1,ec_ex_C3_N1_1,ec_ex_C2_N1_1,ec_ex_N2_C3_1,ec_ex_C2_C3_1,ec_ex_C2_O2_1,ec_ex_O2_C2_1,ec_ex_C4_C2_1,ec_ex_C3_N2_2,ec_ex_N2_O1_1,ec_ex_C2_C1_2,ec_ex_C3_C4_1,ec_ex_C3_N2_1,ec_ex_N2_C1_1,ec_ex_N3_C3_1,ec_ex_C3_N1_2,ec_ex_C3_N3_1,ec_ex_O2_C3_1,ec_ex_C2_O1_2,ec_ex_C4_O2_1,ec_ex_N2_C4_1,ec_ex_C2_C1_3,ec_ex_C2_N2_1,ec_ex_O2_C4_1,ec_ex_N2_C3_2,ec_ex_C2_C2_2,ec_ex_C2_N1_3,ec_ex_C4_N1_1,ec_ex_C4_C3_1,nsH
1055,10,6,2,0,130,0,4,2,0,3,0,1,0,3,0,0,0,1,0,2,4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1056,59,38,3,1,129.492,0,14,23,1,18,2,1,0,8,0,0,0,4,0,21,10,2,2,1,2,8,0,10,1,0,2,0,0,0,16,4,2,2,4,0,1,2,3,2,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58
1058,23,18,2,0,126.957,0,13,5,0,4,0,1,0,6,0,0,0,2,0,5,12,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,6,4,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
106,13,6,3,1,127.692,0,2,4,0,4,3,0,0,2,0,0,0,2,0,3,2,1,0,0,0,2,3,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1061,19,10,7,1,125.263,0,7,3,0,3,4,2,0,5,0,0,0,0,0,3,7,0,0,0,0,1,2,2,2,1,1,0,0,0,1,1,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1064,26,21,2,0,126.923,0,14,7,0,4,0,1,0,7,0,0,0,2,0,7,12,0,2,0,0,3,0,0,1,0,0,0,0,1,2,1,7,4,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1067,13,10,2,0,124.615,0,7,3,0,2,0,1,0,3,0,0,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1069,26,16,5,1,125.385,0,7,9,0,5,3,2,0,5,0,0,0,1,0,7,7,2,0,0,0,2,2,3,2,1,0,0,0,0,4,1,5,1,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
107,31,28,1,0,125.806,0,17,11,0,3,0,0,0,11,0,0,0,1,0,10,11,1,6,0,0,1,0,2,0,0,0,0,0,0,4,1,5,2,1,2,0,4,4,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1070,21,11,7,1,124.762,0,8,3,0,4,4,1,1,3,0,0,0,0,0,3,8,0,0,0,0,1,2,3,1,1,1,1,0,0,2,0,2,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29
1071,12,6,4,1,125,0,5,1,0,3,1,2,0,3,0,0,0,0,0,1,5,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1072,17,9,3,1,131.765,0,2,7,0,6,1,1,0,2,0,0,0,2,0,4,1,3,1,0,0,3,1,3,1,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1073,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,9,1,1,0,0,1,1,2,0,0,1,0,0,0,4,1,7,1,2,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1074,12,6,2,0,131.667,0,2,4,0,4,2,0,0,3,0,0,0,0,0,4,1,0,1,0,0,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1076,14,6,6,1,121.429,0,5,1,0,3,3,2,0,3,0,0,0,0,1,1,5,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
108,35,28,3,1,126.857,0,18,10,0,5,1,1,0,8,0,0,0,3,0,9,15,1,3,0,0,3,1,0,1,0,0,0,0,2,2,1,10,4,1,1,0,2,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1080,29,24,2,0,126.897,0,15,9,0,4,0,1,0,8,0,0,0,2,0,9,12,0,3,0,0,3,0,0,1,0,0,0,0,1,3,2,8,4,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1082,30,27,2,0,126.667,0,19,8,0,2,1,0,0,9,0,0,0,0,0,8,15,0,2,0,2,1,0,1,0,0,1,0,0,0,3,2,5,4,0,0,2,3,5,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1084,9,6,2,0,128.889,0,5,1,0,2,0,1,0,3,0,0,0,1,0,1,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1085,26,17,3,1,127.692,0,8,6,3,7,1,1,0,2,0,0,0,2,0,6,8,0,0,3,0,5,1,2,1,0,0,0,0,0,3,0,6,1,0,0,0,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1087,12,6,4,1,128.333,0,4,2,0,3,2,1,0,3,0,0,0,1,0,2,4,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1088,16,12,1,0,130,0,7,4,1,4,0,0,0,3,0,0,0,3,0,4,5,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1090,17,6,7,1,125.882,0,4,2,0,4,5,2,0,3,0,0,0,1,0,2,4,0,0,0,0,1,4,2,1,1,0,0,1,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1091,21,18,1,0,126.667,0,8,9,1,3,0,0,0,4,0,0,0,0,0,8,7,1,0,1,1,2,0,1,0,0,0,0,0,0,3,2,6,2,1,1,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1092,22,13,7,1,125.455,0,8,5,0,3,4,2,0,6,0,0,0,0,0,5,7,0,1,0,0,1,2,2,2,1,1,0,0,0,2,2,3,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1093,24,18,2,0,126.667,0,12,6,0,5,0,1,0,6,0,0,0,1,0,6,11,0,1,0,0,3,0,1,1,0,0,0,0,1,2,0,5,2,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1095,51,28,2,0,130.588,0,8,17,3,20,2,1,0,0,0,0,0,2,0,17,3,0,0,3,5,7,1,13,0,0,1,0,1,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,0,1,0,1,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,67
1097,25,5,8,2,128,0,1,4,0,6,12,2,0,0,0,2,0,2,0,4,1,0,0,0,0,5,12,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1098,24,16,5,1,125.833,0,8,8,0,4,2,2,0,5,0,0,0,1,0,7,7,1,1,0,0,2,1,2,2,1,0,0,0,0,4,1,5,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1100,15,14,1,0,122.667,0,9,5,0,1,0,0,0,5,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1102,19,13,3,1,126.316,0,9,4,0,4,0,2,0,6,0,0,0,2,0,4,9,0,0,0,0,3,0,1,2,0,0,0,0,0,2,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1104,25,5,8,2,128,0,1,4,0,6,12,2,0,0,0,1,0,2,0,4,1,0,0,0,0,5,12,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1105,19,10,6,1,125.263,0,6,4,0,3,5,1,0,5,0,0,0,0,0,4,5,0,1,0,0,0,3,2,1,1,1,0,0,1,1,1,3,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1106,21,15,5,1,120.952,0,10,5,0,2,3,1,0,6,0,1,0,0,0,5,10,0,0,0,0,0,3,2,0,0,0,0,1,0,2,2,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1108,52,29,2,0,130,0,9,17,3,20,2,1,0,0,0,0,0,1,0,16,4,1,0,3,5,6,1,14,0,0,1,0,1,0,8,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,1,0,1,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,72
111,32,28,2,0,125.625,0,19,9,0,3,1,0,0,8,0,0,0,2,0,9,15,0,4,0,0,2,1,0,0,0,0,0,0,1,2,1,10,4,0,0,1,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1111,22,17,2,0,123.636,0,9,6,2,4,1,0,0,3,0,0,0,0,1,6,9,0,0,2,0,2,1,2,0,0,0,0,0,0,3,1,7,1,0,0,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
1112,28,20,5,1,122.143,0,14,6,0,3,4,1,0,10,0,0,0,0,0,6,14,0,0,0,0,0,3,3,0,0,1,0,1,0,3,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1113,17,14,2,0,131.765,0,8,6,0,2,1,0,0,3,0,0,0,1,0,5,4,1,3,0,1,2,1,0,0,0,0,0,0,0,1,1,2,0,1,2,1,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1114,16,14,1,0,126.25,0,10,4,0,2,0,0,0,7,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1116,16,11,2,0,132.5,0,5,6,0,4,1,0,0,2,0,0,0,2,0,5,3,1,1,0,1,3,1,1,0,0,0,0,0,0,1,0,2,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1117,23,12,2,0,139.13,0,3,8,1,8,3,0,0,0,0,0,0,0,0,8,0,0,0,1,3,8,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1119,20,18,1,0,126,0,10,8,0,2,0,0,0,6,0,0,0,1,0,7,7,1,3,0,0,1,0,1,0,0,0,0,0,0,3,1,2,1,0,3,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1120,23,17,2,0,123.478,0,9,6,2,5,0,1,0,1,0,0,0,2,0,6,9,0,0,2,0,2,0,3,1,0,0,0,0,0,2,0,7,0,0,0,0,1,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1122,17,10,3,1,127.059,0,6,4,0,4,1,2,0,5,0,0,0,1,0,4,6,0,0,0,0,2,0,2,2,0,1,0,0,0,0,1,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1123,12,6,3,1,128.333,0,5,0,1,3,2,1,0,0,0,0,0,1,0,0,5,0,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
