CID,na_in_C4,na_ex_Cl1,LeafAC_C4_C4_1,FC_11_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,ms,na_ex_O2,FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_C4_3_2,LeafAC_O2_N3_2,C4_2_N3_3_1,na_ex_C4,FC_6_O2_0_/_/_0,C4_2_N3_2_1,FC_1_C4_0_H1_1_/_1_/_0_0,na_ex_N3,LeafAC_O2_S6_2,FC_14_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,bd_in_2,FC_63_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Br1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,LeafAC_S2_P5_2,FC_10_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_28_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,na_in_S2,FC_21_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,LeafAC_Br1_C4_1,na_ex_I1,LeafAC_F1_C4_1,C4_2_O2_2_1,FC_24_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,dg_3
251890,0.368421,0.0,0.0,0.0,0.0565865,0.0869565,0.0,0.2,0.0,0.166667,0.03125,0.0833333,0.0,0.28125,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.3
23295,0.0526316,0.0,0.142857,0.0,0.0451739,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
117205,0.105263,0.0,0.190476,0.0,0.0436851,0.0869565,0.166667,0.0,0.0,0.0,0.25,0.0833333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.5,0.025
113929,0.105263,0.0,0.190476,0.0,0.0379098,0.0869565,0.166667,0.0,0.0,0.0,0.21875,0.0833333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.5,0.025
22790932,0.315789,0.0,0.0952381,0.1,0.0499433,0.217391,0.0,0.1,0.0,0.0,0.09375,0.0,0.0,0.09375,0.0,0.0,0.0,0.0454545,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0555556,0.0,0.0,0.15
16562,0.122807,0.0,0.0,0.0,0.0840887,0.0434783,0.0,0.2,0.0,0.0,0.09375,0.0,0.0,0.125,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.075
110648,0.263158,0.0,0.047619,0.0,0.0406263,0.0434783,0.0,0.2,0.0,0.25,0.03125,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
5370664,0.122807,0.0,0.047619,0.0,0.0809891,0.0434783,0.0,0.2,0.0,0.0,0.09375,0.0,0.0,0.15625,0.166667,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
10607,0.333333,0.0,0.0,0.1,0.0721634,0.217391,0.0,0.4,0.0,0.0,0.09375,0.25,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176471,0.0,0.325
3032274,0.140351,0.0,0.0,0.0,0.0728902,0.0869565,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
41684,0.175439,0.0,0.047619,0.0,0.115095,0.173913,0.0,0.3,0.25,0.0,0.0625,0.0,0.125,0.15625,0.166667,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125
7024,0.105263,0.0,0.0,0.0,0.274211,0.0869565,0.0,0.2,0.0,0.0,0.03125,0.0,0.0,0.0625,0.0,0.0,0.0,0.136364,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
54676038,0.333333,0.0,0.0,0.0,0.0933199,0.173913,0.0,0.4,0.0,0.0,0.0,0.166667,0.0,0.25,0.0,0.0,0.0,0.363636,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
7439659,0.140351,0.0,0.142857,0.0,0.0677828,0.0869565,0.0,0.1,0.0,0.0,0.15625,0.0833333,0.0,0.125,0.0,0.166667,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
102133,0.298246,0.0,0.142857,0.0,0.037195,0.130435,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
62479,0.157895,0.0,0.0,0.0,0.051009,0.26087,0.0,0.0,0.0,0.5,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
15131,0.157895,0.25,0.0,0.1,0.130423,0.0869565,0.0,0.2,0.0,0.0,0.03125,0.0,0.0,0.125,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.5,0.075
2201,0.245614,0.0,0.0,0.0,0.0770897,0.0869565,0.0,0.3,0.0,0.0,0.03125,0.0,0.0,0.28125,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125
3058222,0.122807,0.0833333,0.190476,0.0,0.0817342,0.217391,0.0,0.0,0.25,0.0833333,0.25,0.0833333,0.0,0.125,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
35893,0.192982,0.0,0.142857,0.0,0.0424699,0.0434783,0.0,0.1,0.0,0.166667,0.125,0.0833333,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
35896,0.210526,0.0,0.0952381,0.0,0.0424699,0.0434783,0.0,0.1,0.0,0.166667,0.09375,0.0833333,0.0,0.125,0.0,0.0,0.142857,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
36534,0.210526,0.0,0.0952381,0.0,0.0424699,0.0434783,0.0,0.1,0.0,0.166667,0.09375,0.0833333,0.0,0.125,0.0,0.0,0.142857,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
66458,0.140351,0.0,0.0952381,0.0,0.0923604,0.0869565,0.0,0.2,0.0,0.0,0.09375,0.0,0.0,0.125,0.166667,0.166667,0.0,0.227273,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1
37888449,0.0526316,0.0,0.190476,0.0,0.065178,0.0869565,0.0,0.1,0.0,0.0,0.21875,0.0833333,0.0,0.03125,0.0,0.0,0.0,0.0454545,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
110805,0.315789,0.0,0.0,0.0,0.0479799,0.0434783,0.0,0.2,0.0,0.166667,0.03125,0.0,0.0,0.34375,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
41546,0.333333,0.0,0.0,0.0,0.055083,0.0869565,0.0,0.3,0.0,0.25,0.0625,0.0833333,0.0,0.28125,0.0,0.0,0.285714,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.2
5777,0.385965,0.0,0.0,0.0,0.0517954,0.347826,0.0,0.4,0.0,0.333333,0.25,0.166667,0.0,0.125,0.0,0.0,0.285714,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.3
92438,0.122807,0.0,0.0,0.0,0.163598,0.173913,0.0,0.3,0.25,0.0,0.03125,0.0,0.0,0.09375,0.166667,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1
23188,0.280702,0.0,0.047619,0.0,0.0539928,0.130435,0.0,0.1,0.0,0.333333,0.0625,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
9570393,0.192982,0.0,0.0952381,0.0,0.0604351,0.130435,0.0,0.2,0.25,0.416667,0.09375,0.0833333,0.0,0.09375,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
3000715,0.105263,0.0,0.142857,0.0,0.056216,0.0869565,0.166667,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
43063,0.157895,0.0,0.142857,0.1,0.0398197,0.0869565,0.0,0.1,0.0,0.0,0.1875,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
7563,0.22807,0.0,0.0,0.0,0.0554464,0.0434783,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.272727,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
6024,0.22807,0.0,0.047619,0.0,0.0998866,0.217391,0.0,0.1,0.0,0.0,0.09375,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0588235,0.0,0.2
13713,0.22807,0.0,0.0,0.0,0.0679909,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21875,0.333333,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
18865,0.22807,0.0,0.0,0.0,0.0679909,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21875,0.333333,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
7947,0.105263,0.0,0.142857,0.0,0.029696,0.0,0.0,0.3,0.0,0.0,0.09375,0.0,0.0,0.09375,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
667468,0.298246,0.0,0.0,0.0,0.0472437,0.0,0.0,0.5,0.0,0.0,0.0625,0.0833333,0.0,0.28125,0.166667,0.0,0.0,0.318182,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.125
5634,0.140351,0.0,0.0,0.0,0.0270782,0.0869565,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14337,0.122807,0.0,0.0952381,0.0,0.0377949,0.0434783,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.075
76900,0.0877193,0.0,0.0,0.0,0.100055,0.0434783,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.03125,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
43672,0.315789,0.0,0.142857,0.0,0.0767897,0.304348,0.0,0.1,0.0,0.166667,0.15625,0.0,0.0,0.25,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.325
46405,0.122807,0.25,0.0,0.0,0.221802,0.0434783,0.0,0.1,0.0,0.0,0.0,0.0833333,0.0,0.03125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
113765,0.263158,0.0,0.0,0.0,0.037195,0.0869565,0.0,0.1,0.0,0.166667,0.0625,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
38708,0.122807,0.0,0.047619,0.0,0.122106,0.0869565,0.0,0.2,0.0,0.0,0.0625,0.0,0.0,0.0625,0.166667,0.0,0.0,0.136364,0.0,0.0,0.166667,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125
15443,0.333333,0.0,0.0,0.0,0.0560468,0.0434783,0.0,0.3,0.0,0.416667,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.0,0.0,0.15
116660,0.122807,0.0,0.047619,0.0,0.102024,0.0869565,0.0,0.1,0.25,0.0,0.09375,0.0,0.0,0.09375,0.5,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
62504,0.333333,0.0,0.047619,0.0,0.0498353,0.0869565,0.0,0.2,0.0,0.166667,0.0625,0.0833333,0.0,0.34375,0.0,0.0,0.0,0.272727,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
3739,0.315789,0.0,0.0,0.0,0.370289,0.26087,0.0,0.2,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3
6437420,0.368421,0.0,0.238095,0.3,0.04302,0.304348,0.0,0.1,0.0,0.0,0.3125,0.25,0.0,0.1875,0.166667,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
54369,0.245614,0.0,0.047619,0.0,0.0645402,0.0869565,0.0,0.2,0.0,0.0,0.09375,0.0,0.125,0.125,0.333333,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225
91940,0.245614,0.0833333,0.0,0.0,0.0752634,0.0,0.0,0.1,0.0,0.333333,0.0625,0.0,0.0,0.15625,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
5639,0.298246,0.0,0.0,0.0,0.0500144,0.130435,0.0,0.3,0.0,0.416667,0.09375,0.0,0.125,0.15625,0.0,0.0,0.285714,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225
11056,0.315789,0.0,0.0,0.0,0.0840064,0.173913,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
197810,0.333333,0.0,0.0,0.1,0.0699506,0.0434783,0.0,0.2,0.0,0.0833333,0.03125,0.333333,0.0,0.1875,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294,0.0,0.3
7216,0.0350877,0.0833333,0.0952381,0.0,0.0840833,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05
7799,0.105263,0.0,0.0952381,0.0,0.0232844,0.0434783,0.166667,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
8091,0.105263,0.0,0.047619,0.0,0.0246691,0.0869565,0.166667,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
5505,0.157895,0.0,0.0952381,0.0,0.0634415,0.130435,0.166667,0.2,0.0,0.0,0.09375,0.0,0.125,0.125,0.0,0.166667,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
7492,0.105263,0.0,0.0,0.0,0.120134,0.173913,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.125,0.333333,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
68760,0.192982,0.0,0.0,0.0,0.104692,0.0869565,0.0,0.3,0.0,0.0,0.0625,0.0,0.125,0.09375,0.333333,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.175
45503,0.315789,0.0,0.0,0.0,0.0374575,0.0,0.0,0.3,0.0,0.0,0.0625,0.0,0.125,0.28125,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
46175,0.333333,0.0833333,0.047619,0.1,0.06286,0.0869565,0.0,0.4,0.0,0.416667,0.0625,0.0833333,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.175
15459,0.175439,0.0,0.0952381,0.0,0.0564311,0.0434783,0.0,0.3,0.0,0.0,0.0625,0.166667,0.125,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.125
8602,0.157895,0.0833333,0.0,0.0,0.0881657,0.0434783,0.0,0.2,0.0,0.0,0.03125,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
12855,0.22807,0.0,0.0,0.0,0.0683548,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
44605,0.263158,0.0,0.047619,0.0,0.0402492,0.0434783,0.0,0.1,0.0,0.166667,0.03125,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.1
9576719,0.298246,0.0,0.0,0.0,0.0716304,0.130435,0.0,0.3,0.25,0.416667,0.0,0.0833333,0.0,0.25,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
4922,0.22807,0.0,0.0952381,0.0,0.0479456,0.173913,0.333333,0.1,0.0,0.166667,0.15625,0.0,0.0,0.1875,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2728,0.122807,0.0833333,0.0952381,0.0,0.0768151,0.0434783,0.0,0.2,0.0,0.0,0.09375,0.0,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
688400,0.122807,0.0,0.0952381,0.0,0.0781033,0.217391,0.0,0.2,0.5,0.0,0.09375,0.0,0.0,0.0625,0.333333,0.0,0.0,0.136364,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
5353830,0.140351,0.0,0.0,0.0,0.117258,0.173913,0.0,0.2,0.25,0.0833333,0.0,0.0833333,0.0,0.09375,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
5353830,0.140351,0.0,0.0,0.0,0.117258,0.173913,0.0,0.2,0.25,0.0833333,0.0,0.0833333,0.0,0.09375,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
5353830,0.140351,0.0,0.0,0.0,0.117258,0.173913,0.0,0.2,0.25,0.0833333,0.0,0.0833333,0.0,0.09375,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
5353830,0.140351,0.0,0.0,0.0,0.117258,0.173913,0.0,0.2,0.25,0.0833333,0.0,0.0833333,0.0,0.09375,0.166667,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
15606,0.122807,0.0,0.047619,0.0,0.0232844,0.0869565,0.166667,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
70238,0.192982,0.0,0.047619,0.0,0.0441503,0.130435,0.166667,0.0,0.0,0.0,0.0625,0.0,0.25,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37201,0.263158,0.0,0.0952381,0.0,0.0728902,0.0869565,0.0,0.2,0.0,0.0,0.125,0.0833333,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
4601,0.263158,0.0,0.047619,0.0,0.0399295,0.0,0.0,0.3,0.0,0.0,0.09375,0.0833333,0.0,0.3125,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.1
3373,0.210526,0.0,0.047619,0.0,0.0807642,0.0869565,0.0,0.1,0.0,0.166667,0.09375,0.0,0.0,0.125,0.0,0.0,0.142857,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.0,0.0,0.225
13583,0.157895,0.0,0.047619,0.0,0.00911128,0.0,0.166667,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39510,0.22807,0.0,0.047619,0.0,0.091215,0.0869565,0.0,0.3,0.0,0.0,0.09375,0.0,0.0,0.21875,0.166667,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15
45155,0.280702,0.0,0.047619,0.0,0.0412575,0.0434783,0.0,0.1,0.0,0.166667,0.03125,0.166667,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.1
98936,0.368421,0.0,0.047619,0.1,0.0486882,0.130435,0.0,0.3,0.0,0.25,0.0625,0.0833333,0.0,0.28125,0.0,0.0,0.0,0.272727,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
11324,0.22807,0.0,0.0,0.0,0.0648952,0.0434783,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3125,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
115622,0.157895,0.0,0.142857,0.0,0.057568,0.0869565,0.0,0.2,0.0,0.0,0.15625,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.075
7668,0.122807,0.0,0.047619,0.0,0.029696,0.0,0.166667,0.1,0.0,0.0,0.0625,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
13309131,0.280702,0.0,0.0,0.0,0.0842287,0.0434783,0.0,0.4,0.0,0.166667,0.0,0.0,0.125,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,0.125
4421,0.140351,0.0,0.0952381,0.0,0.0728902,0.130435,0.0,0.1,0.0,0.0833333,0.125,0.0,0.0,0.09375,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15
10892866,0.0701754,0.0,0.0952381,0.0,0.0857703,0.173913,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.075
13636,0.105263,0.333333,0.0,0.0,0.258376,0.0434783,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.136364,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
21830,0.157895,0.0,0.0,0.0,0.0854885,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05
92671,0.263158,0.0,0.0,0.0,0.0367151,0.0,0.0,0.2,0.0,0.166667,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
36543,0.210526,0.0,0.0952381,0.0,0.0424699,0.0434783,0.0,0.2,0.0,0.166667,0.09375,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
36544,0.210526,0.0,0.0952381,0.0,0.0424699,0.0434783,0.0,0.2,0.0,0.166667,0.09375,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
36545,0.210526,0.0,0.0952381,0.0,0.0424699,0.0434783,0.0,0.2,0.0,0.166667,0.09375,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
8559,0.175439,0.0,0.0952381,0.0,0.0529429,0.0869565,0.333333,0.2,0.0,0.0,0.125,0.166667,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.1
76294,0.210526,0.0,0.0952381,0.0,0.057272,0.0434783,0.0,0.2,0.0,0.0,0.09375,0.0,0.0,0.3125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
99139,0.175439,0.0833333,0.0,0.0,0.122732,0.130435,0.0,0.2,0.0,0.0,0.0,0.0,0.125,0.125,0.166667,0.166667,0.0,0.181818,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.075
