CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,na_ex_C4,LeafAC_O2_C4_2,ms,C4_2_N3_2_2,FC_4_C4_0_O2_1_/_2_/_0_0,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,FC_2_C4_0_/_/_0,FC_1_C4_0_H1_1_/_1_/_0_0,C4_3_N3_2_2,LeafAC_O2_P5_2,rank,LeafAC_O2_S6_2,C4_3_N3_2_1,FC_15_S2_0_/_/_0,FC_27_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_67_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_12_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,C4_3_O2_2_1,C4_2_C4_2_2,na_ex_S2,FC_110_C4_0_Cl1_1_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,N3_2_N3_3_1,LeafAC_S2_C4_2,LeafAC_C4_O2_1,C4_4_N3_2_1,FC_39_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,C4_2_C4_4_1,FC_16_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_18_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_46_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_11_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_31_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_29_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_4_O2_2_1,FC_89_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_4_C4_4_1,na_in_N3,FC_72_C4_0_O2_1_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_N3_1,FC_82_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_146_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_S2_2_1,FC_188_N3_0_C4_1_H1_2_O2_2_/_1_1_2_/_0_0_0_0,LeafAC_N3_C4_1,C4_2_N3_3_1,FC_70_C4_0_O2_1_H1_2_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0
14967,0.277778,0.0,0.0909091,0.333333,0.5,0.155367,0.0,0.5,0.0,0.0,0.0833333,0.0869565,0.0,0,0.125,0.0,0.75,0.0,0.0,0,0.0,0.0,0.166667,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0.0,0.0,0
6736,0.222222,0.0,0.0,0.111111,0.0,0.0960277,0.0,0.0,0.0,0.0,0.166667,0.217391,0.0,0,0.25,0.0,0.125,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
23422064,0.166667,0.0,0.0,0.111111,0.0,0.169492,0.25,0.0,0.0,0.0,0.166667,0.130435,0.75,0,0.25,0.0,0.25,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.666667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
23421,0.277778,0.0,0.0,0.111111,0.166667,0.123767,0.0,0.0,0.0,0.5,0.166667,0.217391,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.307692,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.166667,0.0,0,0.0,0,0.0,0.0,0
35699,0.138889,0.0,0.0,0.333333,0.333333,0.085992,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0.0,0.25,0
51605,0.416667,0.0,0.0,0.222222,0.166667,0.111616,0.0,0.166667,0.0,0.25,0.25,0.391304,0.0,0,0.25,0.0,0.125,0.0,0.0,0,0.0,0.307692,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
263,0.0277778,0.0,0.0909091,0.333333,0.0,0.0275839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
16116,0.361111,0.0,0.0,0.111111,0.166667,0.0742367,0.0,0.166667,0.0,0.0,0.0833333,0.26087,0.0,0,0.25,0.0,0.5,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7950,0.166667,0.25,0.0,0.0,0.0,0.382353,0.0,0.0,0.0,0.0,0.0,0.130435,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7362,0.111111,0.0,0.0,0.111111,0.166667,0.159975,0.0,0.0,0.0,0.25,0.0,0.130435,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0769231,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
31260,0.0277778,0.0,0.0909091,0.444444,0.0,0.026033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8438,0.194444,0.0,0.0,0.111111,0.166667,0.163334,0.0,0.0,0.0,0.5,0.166667,0.130435,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8255,0.0,0.0,0.0,0.444444,0.0,0.0182785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
240,0.166667,0.0,0.0,0.111111,0.166667,0.119641,0.0,0.0,0.0,0.0,0.0,0.217391,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
10566,0.0,0.0,0.0,0.666667,0.0,0.0342722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
54886,0.333333,0.0,0.0,0.888889,0.333333,0.102107,0.0,0.333333,0.0,0.0,0.25,0.130435,0.0,0,0.25,0.0,0.0,0.333333,0.0,0,0.0,0.307692,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.333333,0,0.0,0.333333,0,0.166667,0.0,0,0.0,0,0.0,0.25,0
453958,0.333333,0.0,0.0,0.111111,0.166667,0.14752,0.25,0.166667,0.0,0.0,0.333333,0.304348,0.0,0,0.375,0.0,0.125,0.0,0.0,0,0.0,0.153846,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.166667,0.0,0,0.0,0,0.0,0.0,0
6853,0.361111,0.0,0.0,0.0,0.0,0.107287,0.0,0.0,0.0,0.0,0.333333,0.347826,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7962,0.166667,0.0,0.0,0.111111,0.0,0.0182785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
5324,0.166667,0.0,0.0,0.111111,0.0,0.166584,0.0,0.0,0.0,0.0,0.0833333,0.173913,0.0,0,0.125,0.5,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,1.0,0.0,0
7456,0.194444,0.0,0.0909091,0.111111,0.166667,0.134596,0.0,0.0,0.0,0.0,0.0833333,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7301,0.111111,0.0,0.0,0.111111,0.0,0.042996,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
5156,0.333333,0.0,0.0,0.333333,0.333333,0.093885,0.0,0.333333,0.0,0.0,0.0833333,0.173913,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.5,0.333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
5145,0.305556,0.0,0.454545,0.222222,0.0,0.118067,0.0,0.0,0.0,0.0,0.0833333,0.217391,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.375,0.307692,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
13263,0.0833333,0.0,0.0,0.666667,0.0,0.102972,0.0,0.0,0.0,0.0,0.166667,0.0,0.75,0,0.125,0.0,0.625,0.0,0.0,0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.833333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
521928,0.472222,0.0,0.0909091,0.444444,0.333333,0.0686828,0.0,0.166667,0.0,0.0,0.0833333,0.173913,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0714286,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
22386,0.0277778,0.0,0.0909091,0.444444,0.0,0.026033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8400,0.388889,0.0,0.0909091,0.0,0.166667,0.119641,0.0,0.166667,0.0,0.0,0.166667,0.434783,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.125,0.0,0.666667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7771,0.166667,0.0,0.0909091,0.222222,0.0,0.0794983,0.0,0.0,0.0,0.0,0.0,0.130435,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8489,0.166667,0.0833333,0.0,0.0,0.0,0.247757,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
2151,0.25,0.0,0.0,0.222222,0.166667,0.108425,0.0,0.166667,0.0,0.0,0.0833333,0.217391,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.166667,0.0,0,0.0,0,0.333333,0.0,0
38876,0.333333,0.333333,0.0,0.0,0.0,0.317955,0.0,0.0,0.0,0.0,0.166667,0.26087,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
6901,0.0555556,0.5,0.0,0.222222,0.0,0.764108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
13450,0.0833333,0.0,0.0,0.777778,0.0,0.0957129,0.0,0.0,0.0,0.0,0.166667,0.0,0.75,0,0.125,0.0,0.625,0.0,0.0,0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.833333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
11508,0.0555556,0.0,0.0909091,0.444444,0.0,0.0249252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
589692,0.166667,0.0,0.0,0.111111,0.0,0.155123,0.25,0.0,0.0,0.0,0.166667,0.130435,0.75,0,0.25,0.0,0.25,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.666667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
2949,0.5,0.0,0.0909091,0.444444,0.0,0.0815822,0.25,0.0,0.0,0.0,0.25,0.217391,0.0,0,0.625,0.0,0.0,0.0,0.0,0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0714286,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,1
10962,0.0277778,0.0,0.0,0.333333,0.0,0.313809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
3062,1.0,0.0,0.545455,0.555556,0.166667,0.0841593,0.0,0.166667,0.0,0.25,0.0833333,0.478261,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.625,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0714286,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7368,0.166667,0.0,0.0,0.111111,0.0,0.195081,0.0,0.0,0.0,0.0,0.0,0.217391,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
6786,0.444444,0.0,0.0,0.444444,0.333333,0.0712677,0.0,0.333333,0.666667,0.5,0.166667,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
3023,0.333333,0.0,0.0,0.0,0.0,0.161183,0.0,0.0,0.0,0.0,0.333333,0.347826,0.0,0,0.375,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
47651,0.333333,0.416667,0.0,0.0,0.0,0.372519,0.0,0.0,0.0,0.0,0.166667,0.217391,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
38018,0.333333,0.5,0.0,0.0,0.0,0.427082,0.0,0.0,0.0,0.0,0.166667,0.173913,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
54678486,0.472222,0.0,0.0909091,0.222222,0.333333,0.131017,0.0,0.166667,0.0,0.0,0.333333,0.434783,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
95447,0.388889,0.0,0.181818,0.0,0.0,0.104354,0.0,0.0,0.0,0.0,0.166667,0.434783,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.25,0.0,0.666667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8554,0.222222,0.0,0.0,0.222222,0.333333,0.137504,0.0,0.0,0.0,0.0,0.166667,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7799,0.166667,0.0,0.0,0.444444,0.166667,0.042996,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8077,0.0,0.0,0.0,0.444444,0.0,0.12151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
12375,0.0555556,0.0,0.0,0.444444,0.0,0.0425995,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7270,0.166667,0.333333,0.0,0.0,0.0,0.482386,0.0,0.0,0.0,0.0,0.0,0.0869565,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7111,0.333333,0.0,0.0,0.0,0.0,0.102385,0.0,0.0,0.0,0.0,0.166667,0.347826,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.666667,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.666667,0.0,0
11610,0.0833333,0.0,0.0,0.444444,0.0,0.0182785,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
135424354,0.166667,0.0,0.0,0.555556,0.166667,0.0699372,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.25,0,0.125,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0.0,0.0,0
4737,0.166667,0.0,0.0,0.555556,0.5,0.0873849,0.0,0.5,0.333333,0.0,0.0,0.0,0.0,0,0.125,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7240,0.166667,0.0833333,0.0,0.0,0.0,0.172981,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.333333,0.0,0
17833,0.166667,0.0833333,0.0,0.111111,0.0,0.166002,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
14215,0.111111,0.0,0.0,0.666667,0.166667,0.0637793,0.0,0.166667,0.666667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.333333,0,0.0,0.25,0
11614,0.0555556,0.0,0.0,0.333333,0.166667,0.0648056,0.0,0.0,0.333333,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
4894,0.5,0.0,0.272727,0.333333,0.333333,0.0880691,0.0,0.166667,0.0,0.0,0.0833333,0.26087,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.125,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,1,0.75,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0714286,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
9791,0.472222,0.0,0.0,0.222222,0.5,0.0830118,0.0,0.5,0.0,0.0,0.0833333,0.173913,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7115,0.5,0.0,0.0,0.0,0.0,0.106244,0.0,0.0,0.0,0.0,0.333333,0.608696,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.833333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
126,0.166667,0.0,0.0909091,0.111111,0.166667,0.139249,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
37869,0.333333,0.0,0.0,0.222222,0.0,0.222804,0.0,0.0,0.0,0.0,0.25,0.347826,0.0,0,0.25,1.0,0.125,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
54682651,0.472222,0.0833333,0.0909091,0.222222,0.333333,0.161797,0.0,0.166667,0.0,0.0,0.333333,0.391304,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
