CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,ms,FC_5_C4_0_O2_1_/_2_/_0_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_2_C4_0_/_/_0,rank,C4_2_O2_2_1,na_ex_S2,C4_2_N3_2_1,LeafAC_O2_P5_2,C4_2_C4_2_2,C4_2_N3_3_1,na_ex_F1,FC_33_C4_0_O2_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,LeafAC_N3_C4_1,LeafAC_C4_O2_1,FC_28_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_71_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_16_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_58_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_8_O2_0_/_/_0,N3_2_N3_2_1,n,N3_3_N3_3_1,C4_4_C4_4_1,C4_2_N3_2_2,LeafAC_O2_C4_2
6749,0.416667,0.0,0.333333,0.0,0.123675,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.0
51382586,0.5,0.0,0.0,0.5,0.0745497,0.25,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.482759,0,0.0,0.0,0.25
156391,0.458333,0.0,0.166667,0.166667,0.103157,0.0,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.25
11145,0.375,0.166667,0.0,0.166667,0.135239,0.25,0.5,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.37931,0,0.0,0.0,0.25
4463,0.583333,0.0,0.0,0.166667,0.117439,0.25,0.0,0.333333,0.571429,0.0,0.0,0.333333,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.25,0.25
4477,0.541667,0.166667,0.166667,0.0,0.239186,0.25,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.25
938,0.208333,0.0,0.166667,0.0,0.151439,0.0,0.0,0.0,0.142857,0.0,0.0,0.333333,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.25,0.25
4485,0.541667,0.0,0.0,0.333333,0.125318,0.0,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0.655172,0,0.0,0.0,0.5
4488,0.458333,0.0,0.166667,0.0,0.184599,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.25,0.25
22601,0.208333,0.0,0.0,0.0,0.208481,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.172414,0,0.0,0.0,0.0
6093,0.25,0.0,0.0,0.0,0.219081,0.25,0.0,0.0833333,0.285714,0.0,0.0,0.666667,0,0.0,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.25
4506,0.625,0.0,0.0,0.0,0.151281,0.25,0.0,0.333333,0.428571,0.0,0.0,0.333333,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.25
4509,0.333333,0.0,0.0,0.0,0.206637,0.5,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.0,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.25,0.5
33775,0.416667,0.0833333,0.0,0.0,0.210674,0.25,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.25,0.25
275196,0.75,0.0,0.0,0.0,0.116341,0.25,0.0,0.5,0.714286,1.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.75,0,0,0.333333,0,1.0,0.0,0.827586,0,0.0,0.0,0.25
246598,0.541667,0.333333,0.0,0.0,0.272628,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
9935,0.25,0.0,0.166667,0.0,0.170789,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.142857,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
10228,0.458333,0.0,0.0,0.333333,0.0945749,0.25,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.333333,0.0,0.413793,0,0.0,0.0,0.25
31657,0.125,0.0,0.0,0.0,0.127601,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.275862,0,0.0,0.0,0.5
3036,0.541667,0.416667,0.0,0.0,0.287733,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.0
985,0.541667,0.0,0.166667,0.166667,0.0219081,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.25
4130,0.25,0.0,0.0,0.0,0.198288,0.0,0.0,0.0833333,0.142857,0.0,0.5,0.0,0,0.166667,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.333333,0.0,0.344828,0,0.0,0.0,0.0
91692,0.791667,0.0833333,0.0,0.0,0.104722,0.25,0.0,0.166667,0.428571,0.0,0.0,0.0,0,0.5,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.586207,0,0.0,0.0,0.25
11855,0.25,0.416667,0.0,0.0,0.57715,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.0
992,0.25,0.416667,0.166667,0.0,0.564012,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.0
12784,0.25,0.0,0.0,0.833333,0.0346813,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.0
88983,0.25,0.0,0.0,0.5,0.0758678,0.75,0.5,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.75
25706,0.416667,0.0,0.0,0.166667,0.0695671,0.25,0.5,0.0833333,0.142857,0.5,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.333333,0.0,0.310345,0,0.0,0.0,0.25
4747,0.833333,0.0,0.166667,0.0,0.104204,0.0,0.0,0.333333,0.571429,0.0,0.0,0.0,0,0.333333,0.571429,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.689655,0,0.0,0.0,0.0
9142,0.833333,0.0,0.0,0.0,0.119258,0.0,0.0,0.666667,0.714286,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.0
4754,0.25,0.0,0.0,0.333333,0.084262,0.0,0.0,0.166667,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.25
995,0.583333,0.0,0.0,0.0,0.103062,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
9189,0.541667,0.0,0.0,0.0,0.115993,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.25,0.0
4764,0.833333,0.0,0.333333,0.0,0.136693,0.25,0.0,0.416667,0.571429,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.62069,0,0.0,0.0,0.25
999,0.291667,0.0,0.166667,0.0,0.10797,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
4781,0.708333,0.0,0.0,0.166667,0.0940915,0.5,0.5,0.166667,0.428571,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.586207,1,0.0,0.0,0.5
7518,0.25,0.0,0.0,0.0,0.0977621,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
1775,0.625,0.0,0.0,0.0,0.128234,0.5,0.0,0.25,0.428571,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.5
4793,0.333333,0.0833333,0.0,0.333333,0.201512,0.25,0.0,0.166667,0.285714,0.0,0.5,0.0,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.517241,0,0.0,0.0,0.25
26927,0.291667,0.0,0.0,0.333333,0.150592,0.0,0.0,0.0833333,0.142857,0.0,0.5,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.448276,0,0.0,0.0,0.0
6956,0.25,0.0,0.0,0.0,0.130742,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.666667,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.5
6811,0.333333,0.0,0.0,0.0,0.189635,0.5,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.172414,0,0.0,0.0,0.5
6809,0.333333,0.0,0.0,0.0,0.165636,0.5,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.5
9162,0.916667,0.0,0.0,0.0,0.113859,0.0,0.0,0.666667,0.714286,0.0,0.0,0.0,0,0.833333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.0,0.0
6954,0.25,0.0,0.166667,0.0,0.266877,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
6732,0.416667,0.0,0.0,0.5,0.103157,0.5,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.75
4840,0.708333,0.0,0.0,0.0,0.0927562,0.25,0.0,0.25,0.428571,1.0,0.0,0.0,0,0.5,0.285714,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.517241,0,0.0,0.0,0.25
76965998,0.375,0.0,0.0,0.5,0.0954785,0.25,1.0,0.0,0.142857,1.0,0.5,0.0,0,0.0,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.517241,0,0.0,0.0,0.25
31645,0.208333,0.0,0.0,0.333333,0.0812721,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.0,0.25
4914,0.375,0.0,0.0,0.333333,0.0663738,0.25,0.0,0.0833333,0.142857,0.5,0.0,0.0,0,0.166667,0.142857,0.0,0,0.333333,0.0,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.0,0.25
4917,0.791667,0.0833333,0.0,0.0,0.110262,0.0,0.0,0.333333,0.571429,0.0,0.0,0.0,0,0.333333,0.857143,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.655172,0,0.0,0.0,0.0
6576615,0.708333,0.0,0.0,0.5,0.0503367,0.25,0.0,0.0833333,0.571429,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.586207,0,0.0,0.0,0.5
667687,0.583333,0.0,0.0,0.166667,0.0918728,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.0
4929,0.125,0.0,0.0,0.666667,0.0843009,0.0,0.0,0.166667,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
4931,0.291667,0.0833333,0.0,0.333333,0.107774,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.25
5372405,0.125,0.0,0.0,0.666667,0.109254,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.0,0.25
4947,0.333333,0.0,0.5,0.166667,0.11844,0.25,0.5,0.0833333,0.142857,0.5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.310345,0,0.0,0.0,0.25
7174,0.333333,0.0,0.0,0.166667,0.084262,0.25,0.5,0.0833333,0.142857,0.5,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.333333,0.0,0.241379,0,0.0,0.0,0.25
11217587,0.291667,0.0,0.333333,0.166667,0.0954064,0.0,0.5,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.25
657298,0.208333,0.0,0.0,0.166667,0.12704,0.25,0.5,0.0833333,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
15546,0.416667,0.0833333,0.0,0.0,0.181134,0.25,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.25,0.25
31423,0.666667,0.0,0.0,0.0,0.115521,0.0,0.0,0.5,0.571429,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
6888,0.416667,0.0,0.0,0.166667,0.10333,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.413793,0,0.0,0.0,0.25
57501502,0.5,0.0,0.5,0.0,0.137266,0.25,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
7048767,0.708333,0.0,0.166667,0.0,0.0795053,0.0,0.0,0.25,0.571429,0.0,0.0,0.333333,0,0.333333,0.285714,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.62069,0,0.0,0.0,0.0
94382,0.458333,0.25,0.0,0.0,0.290742,0.5,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.75
6720,0.25,0.416667,0.0,0.0,0.585563,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
453958,0.5,0.0,0.0,0.0,0.136762,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.333333,0.0,0.37931,0,0.0,0.25,0.25
101666842,0.541667,0.0,0.0,0.166667,0.112967,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.333333,0.0,0,0,0.333333,0,0.333333,0.0,0.448276,0,0.0,0.0,0.25
453326,0.458333,0.0833333,0.0,0.166667,0.149802,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.482759,0,0.0,0.25,0.25
463543,0.458333,0.0,0.0,0.5,0.104044,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.25,0.25
9795434,0.458333,0.0,0.0,0.166667,0.1301,0.0,0.0,0.333333,0.428571,0.0,0.5,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.448276,0,0.0,0.5,0.0
15301081,0.5,0.0,0.0,0.166667,0.120557,0.0,0.0,0.333333,0.428571,0.0,0.5,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.448276,0,0.0,0.25,0.0
453359,0.541667,0.0,0.0,0.166667,0.0954064,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.448276,0,0.0,0.0,0.25
15221249,0.458333,0.0,0.0,0.333333,0.104044,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.5,0.25
86175611,0.625,0.0,0.0,0.0,0.114038,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.142857,0.142857,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.25
60209625,0.5,0.0,0.0,0.333333,0.104147,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.25,0.25
453974,0.5,0.0,0.0,0.166667,0.122571,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.333333,0,0.333333,0.0,0.448276,0,0.0,0.25,0.25
453251,0.5,0.0,0.0,0.166667,0.103928,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.448276,0,0.0,0.25,0.25
60209624,0.5,0.0,0.166667,0.166667,0.104324,0.25,0.0,0.416667,0.428571,0.0,0.0,0.0,0,0.333333,0.142857,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.586207,0,0.0,0.25,0.25
453915,0.541667,0.0,0.0,0.166667,0.113416,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.413793,0,0.0,0.0,0.25
453307,0.458333,0.0,0.0,0.166667,0.112967,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.448276,0,0.0,0.5,0.25
9298,0.25,0.25,0.0,0.0,0.313751,0.0,0.0,0.0833333,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.333333,0.0,0.344828,0,0.0,0.0,0.0
181732,0.75,0.0,0.0,0.166667,0.113975,0.25,0.0,0.5,0.714286,0.5,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.5,0,0,0.0,0,1.0,0.0,0.793103,0,0.0,0.0,0.25
37517,0.416667,0.166667,0.0,0.333333,0.183746,0.75,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.0,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.75
71567,0.333333,0.0,0.166667,0.0,0.0944846,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
182176,0.333333,0.0,0.5,0.5,0.0632323,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.333333,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
99720424,0.458333,0.0,0.833333,0.0,0.106937,0.0,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.482759,0,0.0,0.0,0.0
5146,0.25,0.0,0.333333,0.0,0.0987321,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.0
6872,0.541667,0.0,0.166667,0.0,0.119749,0.25,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
338,0.25,0.0,0.333333,0.0,0.14576,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
667450,0.5,0.0,0.0,0.5,0.0824499,0.5,0.0,0.0833333,0.428571,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.413793,0,0.0,0.0,0.5
30019,0.291667,0.0,0.0,0.333333,0.0812721,0.75,0.5,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.75
41097532,0.541667,0.0,0.0,0.166667,0.0625537,0.25,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.25
12382883,0.125,0.0,0.0,0.0,0.100524,0.0,0.0,0.0,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
5251,0.125,0.0,0.166667,0.166667,0.0883392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.25
1774551,0.625,0.0,0.0,0.0,0.0332813,0.0,0.0,0.0,0.571429,0.0,0.0,0.0,0,0.0,0.571429,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
16882,0.458333,0.0,0.0,0.5,0.0566843,0.25,0.5,0.166667,0.142857,1.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.517241,0,0.0,0.0,0.25
40529478,0.708333,0.0,0.166667,0.333333,0.0419178,0.25,0.0,0.0,0.571429,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.25
5284462,0.291667,0.333333,0.0,0.0,0.302246,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.333333,0.0,0.448276,0,0.0,0.0,0.0
6721,0.25,0.0,0.333333,0.0,0.273852,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
10457,0.25,0.0,0.333333,0.0,0.0774667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.5
1110,0.0833333,0.0,0.333333,0.0,0.138819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.5
11439,0.166667,0.0,0.0,0.0,0.132509,0.5,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0344828,0,0.0,0.0,0.5
41693,0.791667,0.0,0.0,0.166667,0.0802802,0.0,0.0,0.25,0.428571,0.0,0.0,0.0,0,0.5,0.428571,0.0,0,0.0,0.25,0,0,0.0,1,0.0,0.0,0.724138,0,0.0,0.0,0.25
76959568,0.25,0.0,0.0,0.333333,0.0883392,0.75,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.75
36584,0.125,0.0,0.0,0.666667,0.0681474,0.0,0.0,0.166667,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
13450,0.125,0.0,0.0,0.666667,0.0843009,0.0,0.0,0.166667,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
6976807,0.708333,0.0,0.166667,0.333333,0.0486767,0.25,0.0,0.0833333,0.571429,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.25
12389,0.416667,0.0,0.0,0.333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
11005,0.458333,0.0,0.166667,0.166667,0.0240925,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
54544033,0.541667,0.0833333,0.0,0.5,0.201586,0.25,0.0,0.0833333,0.285714,0.5,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.724138,0,0.0,0.0,0.25
