CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,LeafAC_O2_C4_2,ms,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,n_in,na_ex_S2,LeafAC_O2_S6_1,na_ex_C4,LeafAC_O2_P5_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_N3_2_1,LeafAC_C4_N3_1,LeafAC_C4_O2_1,FC_1_C4_0_H1_1_/_1_/_0_0,bd_in_2,FC_31_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,na_in_N3,FC_57_C4_0_F1_1_F1_1_/_1_1_/_0_0_0,FC_12_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_O2_S4_2,S2_2_S2_2_1,FC_237_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_/_0_0_0_0_0_0,N3_2_N3_2_1,FC_25_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_37_C4_0_I1_1_/_1_/_0_0,FC_41_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0
74020899,0.166667,0.0,0.0,0.0,0.0,0.199194,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.125,0.0,0.107143,0.208333,0.5,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
74995452,0.4375,0.0,0.0416667,0.277778,0.375,0.0809651,0.0,0.446429,0.0,0.0,0.25,0.0,0.111111,0.0,0.0,0.0,0.0,0.392857,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
23424334,0.4375,0.0,0.0,0.0,0.0,0.117243,0.0,0.446429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.458333,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4368272,0.333333,0.0,0.0,0.0,0.0,0.176491,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.357143,0.375,0.5,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
91708,0.395833,0.25,0.0,0.0,0.25,0.201399,0.0,0.410714,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9890518,0.3125,0.0833333,0.0,0.0,0.0,0.15751,0.0,0.339286,0.0,0.0,0.0416667,0.25,0.111111,0.0,0.0,0.0,0.166667,0.285714,0.333333,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
156015222,0.333333,0.0,0.0,0.0,0.0,0.152325,0.0,0.375,0.0,0.0,0.0416667,0.0,0.0,0.0,0.25,0.0,0.0,0.357143,0.375,0.5,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86575,0.833333,0.0,1.0,0.0,0.0,0.0854263,0.0,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
78188910,0.5,0.0,0.0416667,0.277778,0.375,0.0585341,0.0,0.5,0.0,0.0,0.458333,0.0,0.0,0.0,0.25,0.0,0.666667,0.321429,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14950,0.395833,0.0,0.375,0.0555556,0.375,0.114875,0.0,0.357143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
10601296,0.333333,0.0,0.0,0.0,0.0,0.182812,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.214286,0.375,0.5,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3065,0.645833,0.0,0.0416667,0.111111,0.375,0.0708442,0.0,0.660714,0.0,0.0,0.166667,0.0,0.222222,0.0,0.25,0.125,0.0,0.5,0.291667,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5052,0.5625,0.0,0.0,0.0,0.25,0.0740361,0.0,0.535714,0.0,0.0,0.25,0.0,0.222222,0.0,0.0,0.0,1.0,0.357143,0.291667,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54680085,0.625,0.0,0.0833333,0.0,0.125,0.118201,0.0,0.553571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642857,0.541667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3839,0.583333,0.0,0.0416667,0.166667,0.5,0.0842873,0.0,0.625,0.5,0.0,0.208333,0.0,0.111111,0.0833333,0.25,0.0,0.0,0.5,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
43835304,0.395833,0.0,0.0833333,0.333333,0.0,0.137745,0.0,0.375,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13385534,0.625,0.0,0.0416667,0.388889,0.625,0.0622024,0.0,0.696429,0.0,0.0,0.416667,0.0,0.0,0.0,1.0,0.0,0.0,0.535714,0.333333,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13385532,0.625,0.0,0.0416667,0.388889,0.625,0.0622024,0.0,0.696429,0.0,0.0,0.416667,0.0,0.0,0.0,0.75,0.0,0.0,0.535714,0.333333,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14162445,0.625,0.0,0.0416667,0.388889,0.625,0.0641446,0.0,0.696429,0.0,0.0,0.416667,0.0,0.111111,0.0,0.75,0.0,0.0,0.535714,0.333333,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3739,0.375,0.0,0.0833333,0.0,0.5,0.468691,0.0,0.357143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.666667,1.0,0.0
74973835,0.791667,0.0,0.0,0.111111,0.75,0.0618176,0.0,0.785714,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.125,0.0,0.571429,0.25,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44209772,0.770833,0.0,0.0,0.111111,0.75,0.0681195,0.0,0.821429,0.0,0.0,0.125,0.0,0.333333,0.0,0.75,0.0,0.0,0.464286,0.25,0.0,0.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
85091554,0.729167,0.0,0.0,0.111111,0.75,0.0652404,0.0,0.75,0.0,0.0,0.208333,0.0,0.111111,0.0,0.0,0.125,0.0,0.607143,0.291667,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44209670,0.8125,0.0,0.0,0.111111,0.75,0.0674712,0.0,0.839286,0.0,0.0,0.125,0.0,0.333333,0.0,0.5,0.0,0.0,0.535714,0.291667,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
75012801,0.75,0.0,0.0,0.111111,0.75,0.0726693,0.0,0.821429,0.0,0.0,0.125,0.0,0.222222,0.0,0.75,0.0,0.0,0.5,0.291667,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44209325,0.75,0.0,0.0,0.111111,0.75,0.070641,0.0,0.785714,0.0,0.0,0.166667,0.0,0.111111,0.0,0.0,0.125,0.0,0.642857,0.333333,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
20062422,0.354167,0.0,0.0,0.111111,0.25,0.0414928,0.0,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7519,0.125,0.0,0.0,0.0,0.0,0.0623612,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.166667,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
546807,0.4375,0.0,0.0416667,0.277778,0.5,0.0660474,0.0,0.410714,0.0,0.0,0.291667,0.0,0.0,0.0833333,0.0,0.0,0.0,0.178571,0.0833333,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
35876,0.25,0.833333,0.0,0.0,0.0,0.435451,0.0,0.232143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7110,0.25,0.0,0.0,0.0,0.0,0.239908,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
16127,0.125,0.166667,0.0,0.0,0.0,0.165214,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.166667,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
16911,0.0416667,0.0,0.0416667,0.166667,0.0,0.0165157,0.25,0.0357143,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7580,0.270833,0.0,0.0,0.0,0.0,0.0616436,0.0,0.232143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9605,0.125,0.0,0.0,0.0,0.0,0.343214,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0
92385,0.25,0.583333,0.0,0.0,0.0,0.328126,0.0,0.232143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
37249,0.25,0.5,0.0,0.0,0.0,0.292748,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
18947471,0.354167,0.0,0.0416667,0.166667,0.25,0.0470794,0.0,0.303571,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
591322,0.25,0.0,0.0,0.0,0.0,0.411475,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86360,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86357,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
180012,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86361,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86358,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60209621,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60209622,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
92358,0.25,0.0,0.0,0.0,0.0,0.325692,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
41017,0.125,0.25,0.0,0.0,0.0,0.216641,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.166667,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11676,0.0,0.0,0.0416667,0.277778,0.0,0.0165157,0.0,0.0,0.0,0.0,0.291667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86359,0.270833,0.333333,0.0,0.0555556,0.0,0.173928,0.0,0.232143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2086,0.0625,0.0,0.0,0.111111,0.125,0.0757008,0.0,0.0892857,0.5,0.0,0.166667,0.0,0.0,0.0,0.0,0.125,0.0,0.0357143,0.0416667,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
174174,0.3125,0.0,0.0416667,0.0,0.125,0.0580122,0.0,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.125,0.0,0.285714,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
174174,0.3125,0.0,0.0416667,0.0,0.125,0.0580122,0.0,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.125,0.0,0.285714,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
174174,0.3125,0.0,0.0416667,0.0,0.125,0.0580122,0.0,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.125,0.0,0.285714,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
174174,0.3125,0.0,0.0416667,0.0,0.125,0.0580122,0.0,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.125,0.0,0.285714,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6024,0.270833,0.0,0.0416667,0.0555556,0.5,0.126431,0.0,0.321429,0.0,0.0,0.125,0.0,0.0,0.0833333,0.0,0.0,0.0,0.178571,0.125,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
33036,0.291667,0.0833333,0.0,0.0,0.0,0.0736285,0.0,0.267857,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.25,0.0,0.321429,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
71335,0.354167,0.0,0.0416667,0.0,0.25,0.0865405,0.0,0.357143,0.0,0.0,0.0833333,0.0,0.333333,0.0,0.0,0.125,0.0,0.214286,0.166667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
26757,0.1875,0.0,0.0,0.0555556,0.0,0.0451933,0.0,0.178571,0.0,0.0,0.166667,0.0,0.111111,0.0,0.0,0.125,0.0,0.178571,0.125,0.0,0.1,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
3948,0.270833,0.0,0.0416667,0.111111,0.25,0.0917168,0.0,0.285714,0.0,0.0,0.166667,0.0,0.333333,0.0,0.25,0.0,0.0,0.0714286,0.166667,0.0,0.3,0.0,0.166667,0.0,0.0,0,0.0,0.333333,0.0,0.0
5284596,0.354167,0.0,0.0833333,0.0,0.125,0.0747195,0.0,0.339286,0.0,0.0,0.0833333,0.0,0.222222,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5353830,0.166667,0.0,0.0,0.0,0.25,0.148419,0.0,0.214286,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54675779,0.375,0.0,0.25,0.0555556,0.375,0.0939389,0.0,0.321429,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.25,0.0,0.178571,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1318,0.25,0.0,0.0,0.0,0.0,0.0966094,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,0.291667,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3001055,0.208333,0.0,0.0,0.0,0.0,0.0755725,0.0,0.232143,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.375,0.0,0.0714286,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60464,0.333333,0.0,0.0416667,0.111111,0.25,0.0884333,0.0,0.339286,0.0,0.0,0.125,0.0,0.333333,0.0,0.0,0.0,0.0,0.0714286,0.166667,0.0,0.3,0.0,0.333333,0.0,0.0,0,0.0,0.333333,0.0,0.0
54675776,0.375,0.0,0.208333,0.0555556,0.375,0.0905519,0.0,0.321429,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.25,0.0,0.178571,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54678486,0.354167,0.0,0.0416667,0.0555556,0.25,0.0898071,0.0,0.321429,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,0.291667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
33613,0.270833,0.0,0.0833333,0.111111,0.375,0.0993275,0.0,0.285714,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.125,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6249,0.270833,0.0,0.0416667,0.111111,0.375,0.0950417,0.0,0.285714,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
222786,0.375,0.0,0.0833333,0.111111,0.375,0.0603679,0.0,0.321429,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54671203,0.375,0.0,0.208333,0.0555556,0.375,0.0905519,0.0,0.321429,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.25,0.0,0.178571,0.208333,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
12560,0.479167,0.0,0.208333,0.555556,0.25,0.0494893,0.0,0.5,0.0,0.0,0.583333,0.0,0.0,0.0,0.0,0.25,0.166667,0.142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
464372,0.5,0.0,0.0416667,0.277778,0.375,0.0585341,0.0,0.5,0.0,0.0,0.458333,0.0,0.0,0.0,0.25,0.0,0.666667,0.321429,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
126941,0.354167,0.0,0.0833333,0.0,0.375,0.0983489,0.0,0.410714,0.0,0.0,0.125,0.0,0.111111,0.0,0.25,0.125,0.0,0.178571,0.333333,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4171,0.229167,0.0,0.0416667,0.111111,0.0,0.0460525,0.0,0.232143,0.0,0.0,0.166667,0.0,0.0,0.0833333,0.25,0.0,0.166667,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
39147,0.270833,0.0,0.125,0.166667,0.0,0.0517439,0.0,0.267857,0.0,0.0,0.166667,0.0,0.0,0.0833333,0.25,0.0,0.0,0.107143,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5994,0.354167,0.0,0.0,0.166667,0.25,0.0426164,0.0,0.303571,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
10100,0.354167,0.0,0.0,0.111111,0.125,0.0510659,0.0,0.321429,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.25,0.0,0.357143,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
6013,0.354167,0.0,0.0416667,0.111111,0.125,0.0414928,0.0,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
62959,0.395833,0.0,0.0416667,0.0,0.25,0.122027,0.0,0.392857,0.0,0.0,0.0416667,0.0,0.333333,0.0,0.0,0.0,0.0,0.25,0.291667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
62959,0.395833,0.0,0.0416667,0.0,0.25,0.122027,0.0,0.392857,0.0,0.0,0.0416667,0.0,0.333333,0.0,0.0,0.0,0.0,0.25,0.291667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
62959,0.395833,0.0,0.0416667,0.0,0.25,0.122027,0.0,0.392857,0.0,0.0,0.0416667,0.0,0.333333,0.0,0.0,0.0,0.0,0.25,0.291667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
62959,0.395833,0.0,0.0416667,0.0,0.25,0.122027,0.0,0.392857,0.0,0.0,0.0416667,0.0,0.333333,0.0,0.0,0.0,0.0,0.25,0.291667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
60846,0.375,0.0,0.0416667,0.166667,0.25,0.071478,0.25,0.410714,0.0,0.0,0.25,0.0,0.111111,0.0,0.0,0.0,0.0,0.285714,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
10328,0.166667,0.0,0.0,0.0,0.0,0.059039,0.0,0.160714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
114946,0.166667,0.0,0.0,0.0,0.0,0.069748,0.0,0.160714,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.0,0.214286,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
51399529,0.0416667,0.0,0.0,0.0,0.0,0.10485,0.0,0.0714286,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0
439570,0.125,0.0,0.0,0.111111,0.125,0.0444217,0.0,0.107143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
16724,0.125,0.0,0.0,0.111111,0.125,0.0444217,0.0,0.107143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6416,0.0,0.0,0.0,0.222222,0.125,0.0267969,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54684598,0.354167,0.0,0.0416667,0.0555556,0.25,0.0898071,0.0,0.321429,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,0.291667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
73214,0.3125,0.0,0.0416667,0.0555556,0.375,0.0856943,0.0,0.357143,0.0,0.0,0.125,0.0,0.555556,0.0,0.25,0.0,0.0,0.142857,0.125,0.0,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
441401,0.291667,0.0,0.0,0.0555556,0.25,0.0841061,0.0,0.339286,0.0,0.0,0.0833333,0.0,0.333333,0.166667,0.25,0.0,0.0,0.142857,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
31230,0.125,0.0,0.0,0.0555556,0.125,0.0717581,0.0,0.125,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12146,0.125,0.0,0.0,0.0555556,0.125,0.0424284,0.0,0.125,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5541,0.0625,0.0,0.0,0.166667,0.375,0.0807131,0.0,0.107143,0.0,0.0,0.25,0.0,0.0,0.166667,0.0,0.0,0.0,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
36314,0.8125,0.0,0.125,0.333333,0.75,0.0814649,0.0,0.803571,0.0,0.0,0.333333,0.0,0.0,0.0833333,0.0,0.0,0.0,0.75,0.416667,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
250948,0.354167,0.0,0.0,0.277778,0.375,0.0561853,0.0,0.321429,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7417,0.125,0.0,0.0,0.0555556,0.125,0.0708588,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
76576,0.0208333,0.0,0.0,0.166667,0.125,0.0433344,0.0,0.0357143,0.0,0.0,0.208333,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
68741,0.375,0.0,0.0416667,0.277778,0.25,0.0455089,0.0,0.339286,0.0,0.0,0.291667,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.0833333,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
