CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_N2,ns_co_C2,ns_co_O2,ns_co_C4,ns_co_N3,ns_co_O0,ns_nc_C1,ns_nc_O1,ns_nc_C3,ns_nc_O2,ns_nc_C2,ns_nc_N1,ns_nc_N3,ns_nc_N2,ns_nc_C4,ec_co_C3_N2_1,ec_co_C3_C3_1,ec_co_C2_N2_1,ec_co_C2_C2_1,ec_co_C2_C3_1,ec_co_C3_C3_2,ec_co_C3_O2_1,ec_co_C2_C3_2,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C2_C2_2,ec_co_C4_C4_1,ec_co_C4_N2_1,ec_co_C2_O2_1,ec_co_C3_N2_2,ec_co_N2_N2_1,ec_co_C3_N3_1,ec_co_C2_N3_1,ec_co_C2_N2_2,ec_co_C4_O2_1,ec_co_N2_N2_2,ec_co_O2_O2_1,ec_in_C3_O2_1,ec_in_C3_C2_1,ec_in_C2_C2_2,ec_in_C2_O2_1,ec_in_C3_C3_1,ec_in_O2_C3_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_C2_2,ec_in_C2_C3_2,ec_in_O2_C2_1,ec_in_C3_N2_1,ec_in_N2_C3_1,ec_in_C2_N2_1,ec_in_O2_O2_1,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C3_C3_1,ec_ex_O2_C2_1,ec_ex_C2_C1_3,ec_ex_O2_C3_1,ec_ex_C3_N1_1,ec_ex_C4_C1_1,ec_ex_C3_N3_1,ec_ex_N3_C1_1,ec_ex_C3_C2_1,ec_ex_C2_O1_1,ec_ex_C2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O1_1,ec_ex_C2_O1_2,ec_ex_C3_C2_2,ec_ex_C3_C1_2,ec_ex_C4_O1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C2_C2_2,ec_ex_C2_C1_2,ec_ex_C2_C3_1,ec_ex_N2_N1_1,ec_ex_C3_N2_1,ec_ex_C4_C2_1,ec_ex_C2_C3_2,ec_ex_N2_C2_2,ec_ex_N3_C2_1,ec_ex_C2_N1_3,ec_ex_N2_C1_1,ec_ex_C2_O2_1,ec_ex_N2_O1_2,ec_ex_C3_C4_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
220520,29,24,2,0,126.897,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,0,9,1,1,2,0,2,1,0,2,0,0,0,0,0,0,5,0,2,7,1,1,3,1,3,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
221493,29,17,5,1,126.897,0,7,8,2,8,2,2,0,0,0,0,0,1,0,8,0,7,0,2,0,0,3,5,2,0,2,0,0,0,0,0,3,0,2,9,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
222528,28,17,5,1,125.714,0,8,7,2,7,2,2,0,0,0,0,0,1,0,7,0,8,0,2,0,0,3,4,2,0,2,0,0,0,0,0,2,0,3,9,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
439550,29,17,6,1,121.379,0,9,6,2,7,2,3,0,2,0,1,0,0,0,6,0,9,0,2,0,0,6,1,3,0,2,0,0,0,0,0,2,0,4,6,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
439551,25,17,2,0,129.6,0,7,6,4,7,0,1,0,1,0,0,0,3,0,6,0,6,1,4,0,0,2,5,1,0,0,0,0,0,0,0,1,0,1,3,0,1,0,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
439568,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
440968,10,7,1,0,120,0,3,3,1,3,0,0,0,1,0,0,0,0,0,3,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
441074,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
441207,54,43,1,0,129.63,0,21,19,3,11,0,0,0,1,0,0,0,1,0,19,0,14,7,3,0,0,5,6,0,0,0,0,0,0,0,0,8,0,4,15,0,13,1,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
442021,29,24,2,0,126.897,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,0,9,1,1,2,0,2,1,0,2,0,0,0,0,0,0,5,0,2,7,1,1,3,1,3,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
444679,29,17,6,1,121.379,0,9,6,2,7,2,3,0,2,0,1,0,0,0,6,0,9,0,2,0,0,6,1,3,0,2,0,0,0,0,0,2,0,4,6,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
445354,21,6,10,1,121.905,0,3,2,1,6,7,2,0,1,0,4,0,0,0,2,0,3,0,1,0,0,5,1,2,0,7,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
637511,10,6,4,1,124,0,5,1,0,1,3,0,0,3,0,1,0,1,0,1,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
637552,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
637563,11,6,3,1,123.636,0,4,2,0,2,3,0,0,3,0,0,0,1,0,2,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
657014,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
667449,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1201518,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1548943,22,6,11,1,126.364,0,3,3,0,5,9,2,0,3,0,1,0,1,0,3,0,3,0,0,0,0,3,2,2,1,7,0,0,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1549040,11,6,3,1,123.636,0,4,2,0,2,3,0,0,3,0,0,0,1,0,2,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3032576,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3036746,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
5273469,18,17,1,0,124.444,0,14,3,0,1,0,0,0,7,0,0,0,1,0,3,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,1,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
5280793,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5280795,28,17,6,1,121.429,0,10,6,1,6,3,2,0,2,0,0,0,1,0,6,0,10,0,1,0,0,5,1,2,0,3,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5287554,48,10,28,1,121.667,0,4,6,0,11,20,7,0,4,0,6,0,3,0,6,0,4,0,0,0,0,9,2,7,0,20,0,0,0,0,0,5,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,6,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64
5315257,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5317112,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
5353527,28,17,6,1,121.429,0,10,6,1,6,3,2,0,2,0,0,0,1,0,6,0,10,0,1,0,0,5,1,2,0,3,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5353610,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5365543,9,7,2,0,120,0,4,3,0,1,1,0,0,1,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5385558,14,9,4,1,128.571,0,6,3,0,2,2,1,0,3,0,1,0,1,0,3,0,4,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
5463081,9,7,2,0,120,0,4,3,0,1,1,0,0,1,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5484444,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
5702050,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6040503,14,9,4,1,128.571,0,6,3,0,2,2,1,0,3,0,1,0,1,0,3,0,4,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6372069,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6432478,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6432644,28,17,6,1,121.429,0,10,6,1,6,3,2,0,2,0,0,0,1,0,6,0,10,0,1,0,0,5,1,2,0,3,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6536972,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6540731,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6552009,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
6604605,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
6850753,28,13,3,1,135.714,0,3,10,0,8,7,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,5,3,0,5,2,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32
6994089,25,23,1,0,126.4,0,16,6,1,2,0,0,0,6,0,0,0,0,0,6,0,12,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,4,4,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
7067801,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
9543187,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10448938,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
10909559,9,7,2,0,120,0,4,3,0,1,1,0,0,1,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
11003810,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
11112419,13,7,2,0,135.385,0,3,4,0,4,0,2,0,0,0,0,0,2,0,4,0,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
11761472,28,17,5,1,125.714,0,8,7,2,7,2,2,0,0,0,0,0,1,0,7,0,8,0,2,0,0,3,4,2,0,2,0,0,0,0,0,2,0,3,9,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
12242824,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
12358706,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
12456033,9,7,2,0,120,0,4,3,0,1,1,0,0,1,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
15558051,18,17,1,0,124.444,0,14,3,0,1,0,0,0,7,0,0,0,1,0,3,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,1,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
