CID,na_in_C4,na_ex_Cl1,LeafAC_C4_C4_1,LeafAC_O2_C4_1,C4_3_C4_4_1,ms,dg_in_2,na_ex_S2,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,C4_2_N3_3_1,LeafAC_C4_C4_2,LeafAC_O2_C4_2,LeafAC_O2_N3_1,C4_2_C4_2_1,FC_2_C4_0_/_/_0,n_in,na_ex_C4,LeafAC_O2_P5_2,N3_2_N3_2_2,LeafAC_O2_S6_1,na_in_S2,LeafAC_F1_C4_1,na_ex_N3,FC_1_C4_0_H1_1_/_1_/_0_0,FC_16_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,C4_2_N3_2_1,dg_in_4,FC_72_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_54_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_2,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_62_C4_0_C4_1_N3_2_/_1_3_/_0_0_0,FC_55_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,N3_3_N3_3_1,FC_70_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_56_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_86_C4_0_H1_1_C4_1_H1_2_H1_2_/_1_2_1_1_/_0_0_0_0_0,FC_97_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_66_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_37_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,N3_2_S6_4_1,FC_246_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_/_0_1_0_0_0_0_0_0_0_0,na_ex_Br1,FC_36_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_44_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_101_C4_0_H1_1_H1_1_C4_1_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_132_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_75_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_8_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,LeafAC_C4_O2_1,O2_2_O2_2_1,C4_3_C4_3_1,FC_23_C4_0_Br1_1_/_1_/_0_0,rank,FC_140_O2_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_159_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_15_S2_0_/_/_0,FC_95_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_3_N3_2_1,C4_2_C4_3_2,FC_108_C4_0_H1_1_O2_1_H1_2_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_17_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_38_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_89_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_/_1_1_1_1_2_/_0_0_0_0_0_0,FC_6_N3_0_/_/_0,FC_121_N3_0_H1_1_C4_1_S2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_242_C4_0_O2_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
11261,0.037037,0.0,0.5,0.125,0.0,0.0249252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11262,0.037037,0.0,0.5,0.0,0.0,0.0390932,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0333333,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11264,0.037037,0.0,0.5,0.125,0.0,0.0249252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11265,0.037037,0.0,0.5,0.0,0.0,0.0390932,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0333333,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11269,0.037037,0.0,0.833333,0.0,0.0,0.00843623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333,0.777778,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11271,0.037037,0.0,0.666667,0.0,0.0,0.0362549,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0333333,0.666667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1
68437,0.296296,0.0,0.0,0.0,0.0,0.137504,0.304348,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.2,0.3,0.222222,0,0,0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0,0.0,0.166667,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.5,0,0.222222,0.0,0.285714,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
68442,0.111111,0.0,0.0,0.25,0.0,0.218345,0.217391,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.166667,0.222222,0,0,0,0.0,0.0,0.0,0.0666667,0.5,0.166667,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.333333,0.0,0,0.0,0.0,0,0.25,0,0
11304,0.37037,0.0,0.333333,0.0,0.0,0.0822532,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.2,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.333333,0.0,0.285714,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0
11306,0.37037,0.0,0.333333,0.0,0.0,0.0822532,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.2,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.222222,0.0,0.285714,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11312,0.222222,0.0,0.0,0.125,0.0,0.233124,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0714286,0.0,0.2,0.0,0,0,0,0.0,0.0,0.666667,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11327,0.37037,0.0,0.333333,0.0,0.0,0.0822532,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.2,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.222222,0.0,0.285714,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0
11331,0.259259,0.3,0.0,0.125,0.0,0.324133,0.26087,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.1,0.266667,0.111111,0,0,0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11334,0.222222,0.2,0.0,0.125,0.0,0.29243,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11335,0.222222,0.0,0.333333,0.125,0.0,0.0794983,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11364,0.222222,0.0,0.166667,0.0,0.0,0.0917701,0.217391,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.142857,0.1,0.233333,0.333333,0,0,0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0.208333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11369,0.222222,0.0,0.333333,0.0,0.0,0.0554107,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0,0.2,0.444444,0,0,0,0.0,0.0,0.333333,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11370,0.222222,0.0,0.0,0.125,0.0,0.134596,0.26087,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.142857,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.266667,0.25,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11374,0.333333,0.0,0.0,0.125,0.0,0.136535,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.2,0.333333,0.0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.285714,0,0,0.0,0,0.166667,0.125,0,0.0,0.0,0,0.25,0,0
11386,0.37037,0.0,0.333333,0.0,0.0,0.0822532,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.2,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.222222,0.0,0.285714,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0
11387,0.37037,0.0,0.333333,0.0,0.0,0.0822532,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.285714,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
93552,0.37037,0.0,0.0,0.25,0.0,0.134596,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.333333,0.0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.285714,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11392,0.37037,0.0,0.0,0.0,0.0,0.157278,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.142857,0.2,0.333333,0.0,0,0,0,0.0,0.0,0.333333,0.466667,0.0,0.0,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.285714,0,0,0.0,0,0.0,0.375,0,0.0,0.0,0,0.0,0,0
11414,0.222222,0.0,0.0,0.0,0.0,0.541127,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.5,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11416,0.222222,0.0,0.333333,0.0,0.0,0.0182785,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.166667,0.307692,0.0,0.0,0,0,0.0,0.666667,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11417,0.185185,0.0,0.333333,0.0,0.0,0.0750689,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.166667,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.25,0,0
11420,0.185185,0.0,0.333333,0.0,0.0,0.0750689,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.166667,0.0,0,0.0,0.0,0,0.25,0,0
66,0.222222,0.2,0.0,0.125,0.0,0.29243,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11428,0.037037,0.0,0.333333,0.125,0.0,0.026033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333,0.444444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11448,0.037037,0.0,0.666667,0.0,0.0,0.0618976,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0666667,0.777778,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11456,0.222222,0.0,0.0,0.125,0.0,0.322798,0.26087,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0714286,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.266667,0.25,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11459,0.222222,0.0,0.0,0.125,0.0,0.233124,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.666667,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.375,0,0.0,0.0,0,0.0,0,0
11464,0.222222,0.0,0.0,0.125,0.0,0.322798,0.26087,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0714286,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.266667,0.25,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11469,0.185185,0.0,0.0,0.0,0.0,0.159798,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0714286,0.1,0.2,0.111111,0,0,0,0.0,0.0,0.333333,0.133333,0.0,0.0,0.0,0,0.5,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
4949,0.296296,0.0,0.166667,0.0,0.0,0.432887,0.347826,0.0,0.333333,0.125,0.428571,0.0,0.5,0.0,0.0,0.0,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0,0.0,0.208333,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.222222,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.25,0,0
11495,0.259259,0.2,0.0,0.125,0.0,0.260954,0.26087,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.1,0.266667,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.208333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
11505,0.222222,0.0,0.166667,0.125,0.0,0.0794983,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
11507,0.0740741,0.0,0.5,0.0,0.0,0.00715246,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666667,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11508,0.0740741,0.0,0.333333,0.125,0.0,0.0249252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666667,0.444444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11509,0.0740741,0.0,0.333333,0.0,0.0,0.0390932,0.0,0.0,0.333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0666667,0.444444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
11513,0.111111,0.0,0.333333,0.125,0.0,0.0240944,0.0434783,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.444444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.166667,0.0,0,0.0,0,0
11519,0.111111,0.0,0.5,0.0,0.0,0.00843623,0.0434783,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0,0.1,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0833333,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
