CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_O2,ns_co_C2,ns_co_N2,ns_co_C4,ns_co_N3,ns_nc_O1,ns_nc_C2,ns_nc_N1,ns_nc_C1,ns_nc_O2,ns_nc_C3,ns_nc_N2,ns_nc_N3,ns_nc_C4,ec_co_C3_O2_1,ec_co_C3_C3_1,ec_co_C2_O2_1,ec_co_C2_C3_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C2_C2_2,ec_co_C3_C3_2,ec_co_C3_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C2_N2_1,ec_co_C3_N3_1,ec_co_C2_N2_2,ec_co_C3_N2_2,ec_co_C4_C4_1,ec_co_C4_N2_1,ec_co_N2_N2_2,ec_co_C4_O2_1,ec_co_C2_N3_1,ec_co_N2_N2_1,ec_co_N2_O2_1,ec_co_N2_N3_1,ec_co_N3_N3_1,ec_in_C3_O2_1,ec_in_C3_N2_1,ec_in_C2_C2_1,ec_in_C4_C2_1,ec_in_N2_C3_1,ec_in_N3_C2_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_C3_C2_1,ec_in_C3_C3_1,ec_in_C2_C3_1,ec_in_C4_O2_1,ec_in_O2_C2_1,ec_in_C4_C3_1,ec_in_N3_C3_1,ec_in_C3_N3_1,ec_in_N2_C2_2,ec_in_C2_N2_1,ec_in_N2_C2_1,ec_in_C2_C2_2,ec_ex_C2_O1_1,ec_ex_C3_C2_1,ec_ex_C2_N1_3,ec_ex_C3_O1_1,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C4_C1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C3_C3_1,ec_ex_C3_C1_2,ec_ex_C2_C1_1,ec_ex_C4_C2_1,ec_ex_O2_C2_1,ec_ex_N2_C3_1,ec_ex_N3_C1_1,ec_ex_C2_C2_1,ec_ex_C3_N1_1,ec_ex_C2_C1_2,ec_ex_C3_N3_1,ec_ex_N2_C2_1,ec_ex_N2_C4_1,ec_ex_N2_C1_1,ec_ex_C3_N2_1,ec_ex_C4_C3_1,ec_ex_C2_C3_2,ec_ex_N3_C2_1,ec_ex_C2_C3_1,ec_ex_O2_C3_1,ec_ex_C2_C1_3,ec_ex_C3_C4_1,ec_ex_C4_O1_1,ec_ex_C2_O2_1,ec_ex_C2_N3_1,ec_ex_C2_C2_2,ec_ex_C2_C4_1,ec_ex_C2_O1_2,ec_ex_N2_N1_1,ec_ex_C3_C2_2,nsH
137,11,6,2,0,123.636,0,4,2,0,4,0,0,1,3,0,0,0,0,0,2,0,4,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
138,11,8,1,0,134.545,0,4,3,1,3,0,0,0,0,0,0,0,3,0,3,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
142,8,6,1,0,122.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
144,11,10,1,0,121.818,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
145,8,6,1,0,120,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
146,11,10,1,0,130.909,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
148,16,6,4,1,130,0,2,3,1,6,3,1,0,0,0,0,0,3,0,3,0,0,2,1,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
151,19,14,2,0,132.632,0,6,8,0,4,1,0,0,4,0,0,0,0,0,7,1,3,2,0,1,3,1,1,0,0,0,0,0,0,2,4,0,1,0,0,1,1,1,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
152,8,6,1,0,130,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
157,11,10,1,0,123.636,0,7,3,0,1,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
164,14,6,6,1,127.143,0,4,2,0,3,4,1,0,3,0,0,0,1,0,2,0,4,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
165,19,15,1,0,127.368,0,7,8,0,4,0,0,0,6,0,0,0,1,0,7,1,5,1,0,1,1,0,1,2,0,0,0,0,0,2,3,0,2,5,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
168,30,17,10,1,126.667,0,11,5,1,4,8,1,0,6,0,0,0,3,0,4,0,10,1,1,1,3,7,0,1,1,1,0,0,0,0,0,0,2,2,4,4,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
173,23,17,2,0,123.478,0,9,6,2,5,0,1,0,1,0,0,0,1,0,6,0,9,0,2,0,2,0,0,3,0,1,0,0,0,0,2,0,7,1,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
175,20,14,1,0,129,0,6,8,0,6,0,0,0,0,0,0,0,3,0,8,0,5,1,0,0,4,0,0,2,0,0,0,0,0,0,3,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
176,29,17,9,1,126.897,0,11,5,1,4,7,1,0,6,0,0,0,3,0,4,0,10,1,1,1,3,6,0,1,1,1,0,0,0,0,0,0,2,2,4,4,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
177,10,6,1,0,124,0,3,2,1,4,0,0,0,1,0,0,0,1,0,2,0,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
178,15,6,3,1,130.667,0,2,3,1,6,2,1,0,0,0,0,0,3,0,3,0,0,2,1,0,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
180,16,12,2,0,126.25,0,8,3,1,3,1,0,0,3,0,0,0,2,0,3,0,7,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,3,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
182,28,23,3,1,124.286,0,17,5,1,3,2,0,0,9,0,0,0,0,0,5,2,15,0,1,0,0,1,0,3,1,0,0,0,0,2,0,2,6,5,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
183,19,16,1,0,124.211,0,9,7,0,3,0,0,0,7,0,0,0,1,0,6,0,8,1,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,4,4,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
186,23,17,2,0,123.478,0,9,5,3,5,1,0,0,1,0,0,0,1,1,5,0,9,0,3,0,2,1,0,3,0,0,0,0,0,0,2,0,6,1,4,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28
187,6,6,0,0,126.667,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
189,30,25,1,0,124,0,13,9,3,5,0,0,0,1,0,0,0,0,0,9,2,11,0,3,0,1,0,0,4,0,0,0,0,0,3,3,1,12,1,2,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
190,8,6,1,0,127.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
192,20,6,5,2,129,0,3,3,0,7,3,4,0,3,0,0,0,2,0,3,0,3,0,0,0,2,1,0,5,2,3,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21
193,15,6,4,2,129.333,0,4,2,0,4,3,2,0,3,0,0,0,1,0,2,0,4,0,0,0,1,0,0,3,2,2,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
195,11,10,1,0,123.636,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
207,10,9,1,0,132,0,6,3,0,1,0,0,0,3,0,0,0,1,0,3,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
208,11,10,1,0,125.455,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
213,11,6,1,0,120,0,1,5,0,5,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
214,11,8,1,0,123.636,0,5,1,2,3,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
217,8,6,1,0,122.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
218,11,6,2,0,123.636,0,3,3,0,4,0,1,0,1,0,0,0,2,0,3,0,3,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
220,42,33,2,0,132.381,0,14,19,0,7,2,0,0,6,0,0,0,1,0,19,7,7,0,0,0,4,0,0,3,2,0,0,0,0,10,13,4,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
221,20,20,0,0,120,0,12,8,0,0,0,0,0,10,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
224,16,6,4,2,128.75,0,4,2,0,4,4,2,0,3,0,1,0,1,0,2,0,4,0,0,0,1,1,0,3,1,1,2,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
225,12,10,2,0,130,0,7,3,0,1,1,0,0,5,0,0,0,0,0,3,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
226,20,18,1,0,126,0,10,8,0,2,0,0,0,6,0,0,0,1,0,7,0,7,3,0,1,1,0,0,1,0,0,0,0,0,0,3,0,2,2,3,1,1,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
231,7,6,1,0,125.714,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
232,13,6,3,1,132.308,0,2,3,1,5,2,0,0,0,0,0,0,4,0,3,0,0,2,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
233,21,17,1,0,123.81,0,9,6,2,4,0,0,0,0,0,0,0,1,0,6,0,9,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,8,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
235,13,12,1,0,120,0,9,3,0,1,0,0,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
241,7,6,1,0,125.714,0,5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
242,8,6,1,0,122.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
247,12,6,4,1,128.333,0,4,2,0,3,2,1,0,3,0,0,0,1,0,2,0,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
250,8,6,1,0,130,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
251,19,15,2,0,126.316,0,8,7,0,3,1,0,0,6,0,0,0,1,0,5,0,6,2,0,2,1,1,0,2,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
255,28,17,3,1,125.714,0,8,6,3,8,1,2,0,2,0,0,0,3,0,6,0,8,0,3,0,3,0,0,5,1,2,0,0,0,0,3,0,5,2,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32
257,10,10,0,0,120,0,8,2,0,0,0,0,0,5,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
258,9,6,3,1,122.222,0,5,1,0,1,2,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
259,19,17,1,0,126.316,0,12,4,1,2,0,0,0,6,0,0,0,2,0,4,0,10,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
