CID,n,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,dg_hyd_0,dg_hyd_1,dg_hyd_2,dg_hyd_3,bd_in_2,bd_in_3,na_in_C,na_in_N,na_in_O,na_ex_C,na_ex_N,na_ex_O,C2_C2_1,C2_C2_2,C2_C3_1,C2_C3_2,C2_C4_1,C2_N2_1,C2_N2_2,C2_N3_1,C2_O2_1,C3_C3_1,C3_C3_2,C3_C4_1,C3_N2_1,C3_N2_2,C3_N3_1,C3_O2_1,C4_C4_1,C4_N2_1,C4_N3_1,C4_O2_1,N2_N2_1,N2_N2_2,N2_N3_1,N2_O2_1,N3_N3_1,N3_O2_1,O2_O2_1,FC_C0_O1/2,FC_C0_C1/1,FC_C0_O1/1,FC_C0_O1_C2/1/1,FC_C0_C1_C2/1/1,FC_N0_C1/1,FC_C0_C1_O2_O2/1/1/2,FC_C0_N1/1,FC_C0_C1_C2_C2/1/1/1,FC_C0_N1_C2_C2/1/1/1,FC_C0_C1_O2/1/1,FC_C0_N1_O2/2/1,FC_N0_C1_C2_C2/1/1/1,FC_C0_C1_N2_O2/1/1/2,FC_C0_N1/2,FC_C0_C1_N2/1/1,FC_O0_C1_C2/1/1,FC_C0_C1_C1/1/1,FC_N0_C1_C2/1/1,FC_N0_C1_C2_O2/1/1/2,FC_C0_C1_C2/1/2,FC_C0_O1_O1_C2/2/1/1,FC_C0_C1_C2_O2/1/1/2,FC_C0_N1_C2/1/1,FC_O0_C1_C2_O2/1/1/2,FC_C0_C1_C1_O2_O2/1/1/1/2,FC_C0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_C2_O2/1/1/1,FC_C0_C1_O2_O1/1/1/2,FC_C0_C1_O1/1/1,FC_C0_C1_N2/1/3,FC_N0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C2/2/1,FC_C0_N1_C2_C2_O1/1/1/1/2,FC_C0_N1_O2_O1/1/1/2,FC_C0_C1_C1_C2/1/1/1,FC_N0_C1_O2/1/2,FC_N0_C1_N2_N2/1/1/2,FC_C0_N1_C2_O1/1/1/2,FC_C0_C1_O1_C2/1/1/1,FC_C0_C1_O2_O1/1/1/1,FC_C0_C1_N2_O1/1/1/2,FC_C0_C1_C2_O1/1/1/2,FC_C0_C1_C2_C2_C2_O1/1/1/1/1/2,FC_N0_C1_N2/1/3,FC_N0_C1_C2_C2_C1_C2_C2/1/1/1/1/1/1,FC_C0_N1_N1_O2/1/2/1,FC_C0_C1_N2_N2/1/1/2,FC_C0_C1_C2_C2_N2/1/1/1/1,FC_C0_C1_C2_O1/1/1/1,FC_C0_C1_C2_N2/1/1/1,FC_C0_C1_C2_C2_O2/1/1/1/1,FC_C0_C1_O2_C1_O2/1/1/1/1,FC_N0_C1_C2_C2_C2/1/1/1/1,FC_N0_C1_N2_O2/1/1/2,FC_C0_C1_N1_O2/1/2/1,FC_O0_C1_N2_O2/1/1/2,FC_C0_C1_C2/1/3,FC_C0_C1_C2_C1_O2/1/1/1/1,FC_C0_C1_C1_C1_O2/1/1/1/1,FC_C0_C1_N1_C2/1/1/1,FC_C0_O1_C2_O1_C2/1/1/1/1,FC_C0_C1_O2/1/2,FC_O0_C1_C2_C2/1/1/1,FC_O0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_C2_C2_C1_N2/1/1/1/1/3,FC_C0_C1_C1_O2/1/1/1,FC_C0_C1_O2_O2_O1/1/1/2/2,FC_C0_C1_C2_O1/1/3/1,FC_N0_C1_C1_C2/1/1/1,FC_N0_C1_N2_N2/2/1/1
458,0.222222,0.243902,0.222222,0,0.25,0.26087,0,0.25,0.181818,0.333333,0,0.296296,0.347826,0,0.142857,0.5,0,0.257143,0.2,0,0.176471,0,0.0909091,0.0769231,0.333333,0.25,0.285714,0,0,0,0.125,0,0.0625,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0.222222,0.317073,0.333333,0,0.375,0.217391,0,0,0.333333,0.266667,0,0.296296,0.434783,0,0,0.583333,0,0.314286,0.2,0.111111,0,0,0.0909091,0.230769,0.666667,0.1875,0.142857,0,0,0,0,0,0.0625,0.25,0,0.3,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0.222222,0.317073,0.333333,0,0.375,0.217391,0,0,0.333333,0.266667,0,0.259259,0.26087,0.217391,0,0.333333,0,0.314286,0.2,0.111111,0,0,0.0909091,0.384615,0.333333,0.25,0,0,0,0,0,0,0.0625,0.25,0,0.3,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0.722222,0.756098,0.333333,0,0.6875,0.565217,0,0.25,0.69697,0.6,0,0.740741,0.565217,0.26087,0.428571,0.916667,0,0.657143,0.7,0.222222,0.470588,0,0.181818,0.230769,0.333333,0.4375,0.571429,0,0.4,0.5,0.375,0.6,0.1875,0.5,0,0.5,0.4,0.2,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0.37037,0.536585,0.269231,0,0.5625,0.26087,0.4,0,0.484848,0.4,1,0.259259,0.391304,0.434783,0,0.25,0,0.542857,0.1,0.333333,0,0,0,0.307692,0.333333,0.75,0.142857,0.4,0,0,0.375,0,0,0,0.181818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0.592593,0.756098,0.342105,0,0.78125,0.434783,0,0,0.757576,0.533333,0,0.592593,0.608696,0.304348,0.0714286,0.916667,0,0.714286,0.5,0.222222,0.0588235,0,0.181818,0.538462,0.5,0.3125,0.714286,0,0.2,0.5,0.375,0.6,0.1875,0.25,0,0.5,0.2,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0.388889,0.536585,0.296296,0,0.59375,0.304348,0,0,0.545455,0.4,0,0.37037,0.695652,0.0434783,0,0.833333,0,0.514286,0.4,0.111111,0,0,0.0909091,0.230769,0.666667,0.375,0.571429,0,0.4,0.5,0,0.2,0.125,0.25,0,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0.222222,0.219512,0.277778,0,0.25,0.217391,0,0.25,0.212121,0.2,0,0.259259,0.304348,0.0869565,0.142857,0.416667,0,0.285714,0,0,0.117647,0.333333,0.181818,0.0769231,0.333333,0.5,0.285714,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0.240741,0.365854,0.105263,0,0.40625,0.26087,0,0,0.333333,0.4,0,0.259259,0.521739,0,0,0.75,0,0.4,0.2,0,0,0,0,0.307692,0.833333,0.1875,0.285714,0,0,0,0.125,0,0.125,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0.407407,0.487805,0.214286,0,0.46875,0.391304,0,0,0.484848,0.4,0,0.37037,0.478261,0.173913,0.214286,0.666667,0,0.485714,0.4,0,0.176471,0,0.0909091,0.461538,0.333333,0.125,0.857143,0,0,0,0.5,0,0.0625,0,0,0.1,0,0.8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0.222222,0.170732,0.333333,0,0.1875,0.217391,0,0.25,0.151515,0.2,0,0.296296,0.26087,0,0.285714,0.333333,0,0.142857,0.2,0.111111,0.352941,0,0.0909091,0.0769231,0.333333,0.125,0,0,0,0,0,0,0.0625,0.25,0,0.1,0.2,0.2,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0.444444,0.512195,0.333333,0,0.5,0.391304,0,0,0.515152,0.4,0,0.518519,0.608696,0,0.142857,0.916667,0,0.514286,0.4,0,0.117647,0,0.272727,0.230769,0.5,0.3125,0.714286,0,0.2,0.5,0,0,0.1875,0.25,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0.166667,0.121951,0.533333,0,0.15625,0.173913,0,0.25,0.151515,0.0666667,0,0.259259,0.173913,0.0869565,0.142857,0.166667,0,0.114286,0.2,0,0.176471,0,0.272727,0.0769231,0.166667,0.0625,0,0,0.2,0,0.25,0,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0.296296,0.243902,0.454545,0,0.21875,0.304348,0,0.5,0.181818,0.266667,0,0.407407,0.26087,0.0434783,0.285714,0.333333,0,0.228571,0.2,0.111111,0.294118,0,0.272727,0.0769231,0.166667,0.125,0.142857,0,0,0,0,0,0.1875,0.25,0,0.3,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0.888889,0.853659,0.333333,0,0.8125,0.565217,0,0.75,0.818182,0.466667,0,0.481481,0.652174,0.826087,0.5,0.25,0,0.885714,0.3,0.222222,0.529412,0.333333,0.454545,0.846154,0.333333,0.75,0.142857,0,0,0,0.375,0.2,0.25,0,0,0.2,0,0.4,0.230769,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.25,0.5,0.333333,0,0,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0.518519,0.585366,0.264706,0,0.53125,0.478261,0,0,0.545455,0.533333,0,0.555556,0.347826,0.347826,0.214286,0.666667,0,0.571429,0.5,0,0.235294,0,0.181818,0.461538,0.166667,0.375,0.428571,0,0,0.5,0.5,0,0.1875,0.5,0,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0.222222,0.219512,0.333333,0,0.25,0.217391,0,0.25,0.212121,0.2,0,0.296296,0.173913,0.173913,0.142857,0.333333,0,0.2,0.2,0.111111,0.235294,0,0.0909091,0.153846,0.166667,0.0625,0.142857,0,0.2,0,0,0,0.125,0.25,0,0.2,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0.203704,0.170732,0.352941,0,0.15625,0.26087,0,0.25,0.151515,0.2,0,0.333333,0.173913,0,0.285714,0.333333,0,0.142857,0.2,0.111111,0.294118,0,0.0909091,0,0.166667,0.125,0,0,0,0,0,0,0.125,0.5,0,0.2,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,0.259259,0.195122,0.4,0,0.25,0.173913,0,0.25,0.242424,0.0666667,0,0.185185,0.434783,0.130435,0.142857,0.25,0,0.228571,0.1,0,0.235294,0.333333,0.272727,0.153846,0.333333,0.25,0.142857,0,0,0,0,0,0.0625,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.5,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0.222222,0.268293,0.333333,0,0.34375,0.173913,0,0.25,0.272727,0.2,0,0.259259,0.217391,0.217391,0.0714286,0.333333,0,0.257143,0.2,0.111111,0.117647,0,0.0909091,0.307692,0.333333,0.125,0,0,0.2,0,0,0,0.0625,0.25,0,0.2,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0.333333,0.487805,0.25,0,0.5,0.347826,0,0,0.424242,0.533333,0,0.407407,0.434783,0.130435,0,0.75,0,0.485714,0.2,0.222222,0,0,0,0.307692,0.5,0.3125,0.571429,0,0,0,0.125,0.4,0.125,0.25,0,0.1,0.2,0.4,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0.240741,0.341463,0.263158,0,0.40625,0.217391,0,0,0.363636,0.266667,0,0.296296,0.478261,0,0,0.666667,0,0.371429,0.1,0.111111,0,0,0.0909091,0.230769,0.833333,0.3125,0.142857,0,0,0,0,0,0.0625,0.25,0,0.1,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0.944444,0.780488,0.473684,0,0.4375,0.913043,0.2,0,0.848485,0.4,0,0.62963,0.869565,0.478261,0.642857,0.166667,0,0.857143,0.1,0.222222,0.588235,0,1,0.307692,0,0.8125,0.285714,0,0,0,0.125,0,0.6875,0,0.181818,0,0,0.4,0.230769,0,0,0,0.25,0,0,0,0,0,0,0,0.8,0.625,0.8,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0.185185,0.146341,0.3125,0,0.15625,0.217391,0,0,0.181818,0.133333,0,0.333333,0.130435,0,0.285714,0.333333,0,0.142857,0.1,0.111111,0.294118,0,0.0909091,0.0769231,0.166667,0.0625,0.142857,0,0,0,0,0,0.125,0.25,0,0.1,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0.314815,0.243902,0.434783,0,0.1875,0.347826,0,0.5,0.181818,0.266667,0,0.444444,0.217391,0.0434783,0.357143,0.333333,0,0.228571,0.2,0.111111,0.352941,0,0.272727,0,0,0.1875,0.285714,0,0,0,0,0,0.1875,0.25,0,0.3,0.2,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,0.907407,0.97561,0.345455,0,0.96875,0.565217,0,0.5,0.969697,0.533333,0,0.481481,0.826087,0.826087,0.285714,0.416667,0,0.971429,0.5,0.222222,0.352941,0,0.454545,0.846154,0.5,0.75,0.142857,0,0.4,0.5,0.625,0.2,0.25,0,0,0.3,0,0.2,0.230769,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.25,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0.222222,0.292683,0.111111,0,0.34375,0.217391,0,0.25,0.242424,0.333333,0,0.222222,0.304348,0.173913,0.0714286,0.5,0,0.314286,0.2,0,0.117647,0,0,0.307692,0.5,0.1875,0.142857,0,0,0,0.125,0,0.0625,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0.240741,0.365854,0.105263,0,0.40625,0.26087,0,0,0.333333,0.4,0,0.259259,0.347826,0.173913,0,0.583333,0,0.4,0.2,0,0,0,0,0.461538,0.5,0.1875,0.285714,0,0,0,0.125,0,0.125,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0.925926,0.780488,0.446429,0,0.46875,0.869565,0.2,0,0.848485,0.4,0,0.62963,0.782609,0.521739,0.642857,0.166667,0,0.857143,0.1,0.222222,0.588235,0,0.909091,0.307692,0,0.9375,0.285714,0,0,0,0.125,0,0.5625,0,0.181818,0,0,0.4,0.230769,0,0,0,0.25,0,0,0,0,0,0,0,0.8,0.625,0.6,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0.851852,0.829268,0.346154,0,0.8125,0.521739,0,0.75,0.787879,0.466667,0,0.444444,0.695652,0.782609,0.428571,0.25,0,0.857143,0.3,0.222222,0.470588,0.333333,0.454545,0.769231,0.333333,0.75,0.142857,0,0.2,0,0.25,0.2,0.25,0,0,0.3,0,0.2,0.230769,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.25,0.5,0,0,0,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0.925926,1,0.357143,0,1,0.565217,0,0.5,1,0.533333,0,0.481481,0.695652,1,0.285714,0.25,0,1,0.4,0.333333,0.352941,0,0.454545,1,0.333333,0.75,0.142857,0,0.2,0,0.625,0.6,0.25,0,0,0.3,0,0.2,0.230769,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.25,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0.259259,0.292683,0.2,0,0.3125,0.26087,0,0.25,0.242424,0.333333,0,0.296296,0.347826,0.0869565,0.142857,0.583333,0,0.314286,0.2,0,0.176471,0,0.0909091,0.153846,0.5,0.25,0.285714,0,0,0,0.125,0,0.0625,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0.925926,1,0.375,0,1,0.565217,0,0.5,1,0.533333,0,0.481481,0.73913,0.956522,0.285714,0.25,0,0.971429,0.5,0.333333,0.352941,0,0.454545,0.923077,0.333333,0.75,0.142857,0,0,0,0.625,0.8,0.1875,0,0,0.6,0,0.2,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.25,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,0.259259,0.292683,0.2,0,0.3125,0.26087,0,0.25,0.242424,0.333333,0,0.296296,0.26087,0.173913,0.142857,0.5,0,0.314286,0.2,0,0.176471,0,0.0909091,0.230769,0.333333,0.25,0.285714,0,0,0,0.125,0,0.0625,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0.944444,0.804878,0.438596,0,0.5,0.869565,0.2,0.25,0.818182,0.466667,0,0.62963,0.826087,0.565217,0.571429,0.166667,0,0.885714,0.1,0.222222,0.588235,0,0.909091,0.307692,0,1,0.285714,0,0,0,0.125,0,0.5625,0,0.181818,0,0,0.4,0.230769,0,0,0,0.25,0,0,0,0,0,0,0,0.8,0.625,0.6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0.222222,0.292683,0.111111,0,0.34375,0.217391,0,0.25,0.242424,0.333333,0,0.222222,0.391304,0.0869565,0.0714286,0.583333,0,0.314286,0.2,0,0.117647,0,0,0.230769,0.666667,0.1875,0.142857,0,0,0,0.125,0,0.0625,0.25,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0.925926,1,0.339286,0,1,0.565217,0,0.5,1,0.533333,0,0.444444,0.73913,1,0.285714,0.25,0,1,0.5,0.222222,0.352941,0,0.454545,1,0.333333,0.75,0.142857,0,0.2,0,0.625,0.6,0.25,0,0,0.5,0,0.2,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.25,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,0.111111,0.0731707,0.583333,0,0.09375,0.173913,0,0.25,0.0909091,0.0666667,0,0.185185,0.173913,0.0869565,0.0714286,0.166667,0,0.0857143,0.1,0,0.117647,0,0.272727,0,0.166667,0.0625,0,0,0,0,0.25,0,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0.2,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
