CID,na_in_C4,na_ex_Cl1,na_ex_O2,na_ex_C4,ms,C4_2_N3_3_1,C4_2_C4_2_1,FC_3_C4_0_/_/_0,LeafAC_C4_N3_1,C4_2_N3_2_1,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,na_ex_S2,FC_54_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_5_N3_0_/_/_0,FC_4_C4_0_Cl1_1_/_1_/_0_0,dg_in_2,FC_1_C4_0_H1_1_/_1_/_0_0,LeafAC_O2_N3_1,C4_2_C4_4_1,LeafAC_O2_S4_2,FC_22_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_80_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Br1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,na_ex_F1,FC_91_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,C4_3_O2_2_1,N3_2_N3_3_1,FC_37_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,dg_in_4,N3_3_N3_3_1,FC_50_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_65_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,LeafAC_C4_C4_2,na_ex_Br1,FC_24_C4_0_Br1_1_/_1_/_0_0,FC_32_C4_0_H1_1_Cl1_1_/_1_1_/_0_0_0,FC_81_C4_0_Cl1_1_Cl1_1_/_1_1_/_0_0_0,FC_30_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_S2_1,FC_68_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,LeafAC_O2_C4_2,FC_103_C4_0_H1_1_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0,na_ex_N3,FC_41_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_11_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_36_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_26_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_86_C4_0_H1_1_H1_1_C4_1_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_75_C4_0_O2_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_2_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_104_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_109_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_C4_3_2,N3_2_N3_2_2,FC_194_C4_0_O2_1_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_199_C4_0_N3_1_H1_2_O2_2_H1_3_/_1_1_1_1_/_0_0_0_0_0,LeafAC_F1_C4_1,FC_111_C4_0_O2_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_150_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_42_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_Cl1_C4_1
3639,0.304348,0.1,0.444444,0.0,0.344295,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0,0.0,0.1,0.363636,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.1
6270,0.304348,0.0,0.111111,0.222222,0.11404,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.227273,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
12245,0.0434783,0.1,0.0,0.444444,0.0909434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.1
9253,0.217391,0.0,0.0,0.0,0.0193872,0.0,0.357143,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.227273,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
5587,0.608696,0.0,0.0,0.222222,0.0961647,0.285714,0.357143,0.25,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.545455,0.5625,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
4098,0.521739,0.0,0.0,0.222222,0.126683,0.285714,0.285714,0.25,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.5,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
6862,0.478261,0.0,0.222222,0.111111,0.157961,0.0,0.214286,0.375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.318182,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0.0
2328,0.304348,0.0,0.333333,0.333333,0.194879,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.363636,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
11598,0.0869565,0.0,0.0,0.444444,0.039986,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
8004,0.0434783,0.0,0.0,0.444444,0.0193872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
67473,0.521739,0.0,0.0,0.0,0.177369,0.0,0.142857,0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.454545,0.5,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
10489,0.0,0.2,0.0,0.555556,0.181887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.2
24233,0.0,0.2,0.0,0.444444,0.216708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.2
7111,0.521739,0.0,0.0,0.0,0.127711,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.454545,0.5,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0.666667,0,0,0,0.0,0,0,0,0.0
17083,0.391304,0.0,0.222222,0.222222,0.053803,0.0,0.571429,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.318182,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
7797,0.217391,0.0,0.111111,0.444444,0.054515,0.0,0.214286,0.0,0.0,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.181818,0.0,0.0,0.0,0,0.0,0,0.0,0,0.125,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
7183,0.391304,0.0,0.111111,0.666667,0.093222,0.142857,0.142857,0.25,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.363636,0.25,0.0,0.0,0,0.0,0,0.0,0,0.25,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
7184,0.391304,0.0,0.222222,0.222222,0.121044,0.0,0.142857,0.125,0.0,0.0,0.333333,0.5,0.0,0,0.0,0.0,0.363636,0.25,0.0,0.0,0,0.0,0,0.0,0,0.125,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.2,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
6941,0.26087,0.0,0.222222,0.111111,0.552411,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.272727,0.25,0.0,0.0,0,0.5,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
4169,0.391304,0.1,0.222222,0.666667,0.120308,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0,0.25,0.0,0.272727,0.1875,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.1
10977,0.0869565,0.1,0.0,0.333333,0.0909434,0.0,0.0714286,0.0,0.0,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.1
3608,0.434783,0.0,0.333333,0.222222,0.131064,0.0,0.285714,0.125,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.454545,0.0625,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.75,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
8158,0.26087,0.0,0.222222,0.333333,0.054515,0.0,0.357143,0.0,0.0,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.181818,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
15965,0.217391,0.3,0.222222,0.111111,0.487169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0.3,0.272727,0.0,0.0,0.0,0,0.5,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.3
1065,0.73913,0.0,0.222222,0.333333,0.113018,0.285714,0.0714286,0.375,0.0,0.25,0.0,0.0,0.0,0,0.5,0.0,0.590909,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,1,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
1065,0.73913,0.0,0.222222,0.333333,0.113018,0.285714,0.0714286,0.375,0.0,0.25,0.0,0.0,0.0,0,0.5,0.0,0.590909,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,1,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
1065,0.73913,0.0,0.222222,0.333333,0.113018,0.285714,0.0714286,0.375,0.0,0.25,0.0,0.0,0.0,0,0.5,0.0,0.590909,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,1,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
1065,0.73913,0.0,0.222222,0.333333,0.113018,0.285714,0.0714286,0.375,0.0,0.25,0.0,0.0,0.0,0,0.5,0.0,0.590909,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,1,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
23422242,0.26087,0.0,0.0,0.0,0.30103,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.5,0,0.75,0.0,0.363636,0.1875,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
9189,0.565217,0.0,0.0,0.0,0.159427,0.0,0.285714,0.5,0.0,0.0,0.0,0.0,0.0,0,0.25,0.0,0.454545,0.5625,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.666667,0,0,0,0.0,0,0,0,0.0
2723,0.26087,0.1,0.111111,0.222222,0.179605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.272727,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.2,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.1
7237,0.26087,0.0,0.0,0.222222,0.0743175,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.272727,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
4690,0.347826,0.2,0.222222,0.111111,0.342432,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0,0.25,0.2,0.409091,0.1875,0.0,0.0,0,0.0,0,0.0,0,0.125,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.2
7929,0.26087,0.0,0.0,0.222222,0.0743175,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.272727,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
2073,0.73913,0.0,0.222222,0.333333,0.102681,0.0,0.142857,0.375,0.25,0.0,0.0,0.0,0.0,0,0.25,0.0,0.454545,0.5625,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
2955,0.521739,0.0,0.222222,0.0,0.193993,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0.666667,0,0,0,0.0,0,0,0,0.0
10871,0.26087,0.1,0.111111,0.222222,0.210355,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.227273,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.1
5325,0.434783,0.0,0.222222,0.111111,0.205151,0.0,0.0714286,0.25,0.0,0.25,0.0,0.0,0.0,0,0.5,0.0,0.545455,0.375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
5578,0.478261,0.0,0.333333,0.333333,0.143845,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0,0.5,0.0,0.5,0.1875,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0.0
6181,0.347826,0.0,0.333333,0.111111,0.620125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.272727,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.2,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
54681536,0.782609,0.0,0.888889,0.444444,0.165987,0.0,0.0714286,0.375,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.545455,0.3125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.75,0,0.5,0.0,0.8,0.5,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
15546,0.434783,0.1,0.111111,0.0,0.242278,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0,0.5,0.1,0.454545,0.375,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.1
54677440,0.782609,0.1,0.888889,0.444444,0.193595,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.0,0,0.0,0.1,0.545455,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.75,0,0.5,0.0,0.8,0.5,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.1
8800,0.304348,0.1,0.111111,0.222222,0.181182,0.0,0.0714286,0.125,0.5,0.0,0.0,0.0,0.0,0,0.0,0.1,0.272727,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.1
7891,0.0434783,0.0,0.0,0.444444,0.208588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.333333,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
5344,0.391304,0.0,0.222222,0.222222,0.196743,0.0,0.0714286,0.25,0.0,0.0,0.0,0.0,0.0,0,0.25,0.0,0.5,0.25,0.0,0.0,0,0.0,0,0.0,0,0.125,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
6749,0.434783,0.0,0.222222,0.0,0.169197,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.363636,0.375,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
8815,0.304348,0.0,0.111111,0.333333,0.0988515,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.227273,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
6956,0.26087,0.0,0.222222,0.222222,0.178186,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.272727,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.5,0,0.5,0.0,0.0,1.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
312440,0.347826,0.0,0.222222,0.666667,0.115485,0.0,0.0714286,0.25,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.318182,0.25,0.0,0.0,0,0.0,0,0.0,0,0.25,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.5,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
5281636,0.565217,0.0,0.444444,0.111111,0.209491,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.454545,0.3125,0.0,0.0,0,0.0,0,0.0,0,0.25,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.4,0.0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0.0
10962,0.0434783,0.0,0.0,0.333333,0.400011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
5323,0.434783,0.0,0.444444,0.222222,0.20772,0.0,0.0714286,0.25,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.545455,0.3125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0.0
13728,0.608696,0.0,0.111111,0.222222,0.11655,0.0,0.285714,0.25,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.454545,0.6875,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.333333,0,0,0,0.0,0,0,0,0.0
5284656,0.391304,0.0,0.111111,0.222222,0.126052,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.363636,0.4375,0.0,0.0,0,0.0,0,0.0,0,0.125,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.166667,0,0,0,0.0,0,0,0,0.0
