FID,(atom depth)-seq,Multiplicity seq, Charge seq
383, C4 0 Cl1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
384, C4 0 H1 1 H1 1 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
385, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
386, C4 0 S2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
387, S2 0 C4 1 N3 2 H1 3 N3 2 H1 3 H1 3, 1 2 1 1 1 1, 0 0 0 0 0 0 0
388, O2 0 P5 1 F1 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0
389, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0
390, P5 0 F1 1 O2 1, 1 2, 0 0 0
391, C4 0 H1 1 Cl1 1 C4 1 O2 2 O2 2 H1 3, 1 1 1 2 1 1, 0 0 0 0 0 0 0
392, S2 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1, 0 0 0 0 0 0 0
393, C4 0 Br1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 Br1 2, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
394, Sn4 0 O2 1, 2, 0 0
395, Sb3 0,, 0
396, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
397, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 I1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
398, C4 0 F1 1 C4 1 F1 2 F1 2 F1 2 C4 1 F1 2 F1 2 F1 2, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
399, S2 0 C4 1 Cl1 2 Cl1 2 Cl1 2, 1 1 1 1, 0 0 0 0 0
400, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 O2 2 O2 2 H1 3 C4 1 S2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
401, C4 0 F1 1 F1 1 C4 1 H1 2 F1 2 F1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
402, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0
403, C4 0 H1 1 H1 1 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
404, C4 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 N3 2, 1 1 1 1 1 1 1 1 1 1 1 3, 0 0 0 0 0 0 0 0 0 0 0 0 0
405, C4 0 H1 1 C4 1 H1 2 H1 2 Br1 2, 1 1 1 1 1, 0 0 0 0 0 0
406, C4 0 O2 1 H1 2 C4 1 Cl1 2 Cl1 2 Cl1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
407, C4 0 H1 1 Cl1 1 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0
408, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 N3 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
409, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 N3 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
410, C4 0 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
411, C4 0 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
412, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
413, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
414, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
415, S6 0 O2 1 O2 1 N3 1 Br1 2 Br1 2, 2 2 1 1 1, 0 0 0 0 0 0
416, C4 0 C4 1 H1 2 H1 2 C4 1 N3 2, 2 1 1 1 3, 0 0 0 0 0 0
417, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
418, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 I1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
419, C4 0 N3 1 H1 2 H1 2 N3 1 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0
420, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
421, C4 0 H1 1 S2 1 H1 2, 1 1 1, 0 0 0 0
422, P5 0 S2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
423, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
424, C4 0 F1 1 F1 1 S6 1 F1 2 O2 2 O2 2, 1 1 1 1 2 2, 0 0 0 0 0 0 0
425, C4 0 H1 1 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
426, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
427, C4 0 C4 1 O2 2 S2 2 H1 3, 1 2 1 1, 0 0 0 0 0
428, N3 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1, 1 0 0 0 0 0 0 0 0
429, C4 0 O2 1 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1, 0 0 0 0 0 1 0 0 0
430, S2 0 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
431, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
432, C4 0 H1 1 H1 1 C4 1 H1 2 N3 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
433, C4 0 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
434, C4 0 H1 1 Br1 1 C4 1 Cl1 2 Cl1 2 Br1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
435, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
436, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
437, C4 0 H1 1 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0
438, C4 0 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
439, Si4 0 O2 1 C4 2 H1 3 H1 3 H1 3 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
440, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
441, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
442, C4 0 C4 1 O2 2 O2 2 H1 3 C4 1 O2 2 O2 2 H1 3, 1 2 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0
443, N3 0 N3 1 O2 2 C4 1 O2 2 N3 2 H1 3 H1 3, 1 2 1 2 1 1 1, 0 0 0 0 0 0 0 0
444, C4 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 N3 2 H1 3 H1 3, 2 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
445, C4 0 O2 1 O2 2 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
446, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 2 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0
447, C4 0 Br1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
448, N3 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
449, C4 0 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
450, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
451, P5 0 O2 1 N3 1 H1 2 N3 2 H1 3 H1 3, 2 1 1 1 1 1, 0 0 0 0 0 0 0
452, N3 0 Br1 1, 1, 0 0
453, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
454, C4 0 H1 1 H1 1 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
455, C4 0 Cl1 1 Cl1 1 C4 1 H1 2 Cl1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2 H1 3 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
456, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
457, C4 0 H1 1 H1 1 C4 1 Br1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
458, C4 0 Br1 1 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 2 1 1 1, 0 0 0 0 0 0 0
459, C4 0 F1 1 F1 1 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
460, S6 0 O2 1 O2 1 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
461, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
462, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
463, O2 0 C4 1 F1 2 F1 2 Br1 2, 1 1 1 1, 0 0 0 0 0
464, C4 0 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
465, C4 0 H1 1 H1 1 S4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0
466, O2 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
467, C4 0 H1 1 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0
468, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
469, N3 0 S6 1 O2 2 O2 2 N3 2 H1 3 H1 3, 1 2 2 1 1 1, 0 0 0 0 0 0 0
470, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
471, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
472, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 F1 2, 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
473, C4 0 H1 1 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
474, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
475, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 Cl1 2 Cl1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
476, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
477, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
478, C4 0 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 2 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0
479, C4 0 O2 1 H1 2 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
480, C4 0 H1 1 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
481, Si4 0 O2 1 H1 2 O2 1 H1 2, 1 1 1 1, 0 0 0 0 0
482, O2 0 C4 1 O2 2 N3 2 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
483, C4 0 H1 1 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
484, C4 0 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
485, C4 0 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 Br1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
486, C4 0 C4 1 H1 2 H1 2 Br1 2, 1 1 1 1, 0 0 0 0 0
487, C4 0 H1 1 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
488, C4 0 C4 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
489, Si4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
490, Si4 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
491, C4 0 H1 1 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
492, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 Cl1 2, 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
493, C4 0 O2 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
494, C4 0 H1 1 Br1 1 C4 1 O2 2 O2 2 H1 3, 1 1 1 2 1 1, 0 0 0 0 0 0 0
