FID,(atom depth)-seq,Multiplicity seq, Charge seq
479, C4 0 S2 1 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
480, C4 0 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
481, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
482, C4 0 H1 1 H1 1 C4 1 Cl1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
483, C4 0 Br1 1 N3 1 O2 2 O2 2 N3 1 O2 2 O2 2, 1 1 1 2 1 1 2, 0 0 1 -1 0 1 -1 0
484, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
485, P5 0 O2 1 O2 1 C4 2 H1 3 H1 3 H1 3 S2 1 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
486, C4 0 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
487, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
488, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
489, C4 0 H1 1 S6 1 O2 2 O2 2 N3 2 H1 3 H1 3, 1 1 2 2 1 1 1, 0 0 0 0 0 0 0 0
490, C4 0 I3 1 O2 2, 1 2, 0 0 0
491, C4 0 N3 1 H1 2 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
492, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
493, C4 0 Cl1 1 C4 1 H1 2 Cl1 2, 1 2 1 1, 0 0 0 0 0
494, C4 0 O2 1 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 1 1, 0 -1 0 0 0 0 0 0 0 0
495, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 N3 2 H1 3 N3 2 H1 3 H1 3, 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
496, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
497, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 I1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
498, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
499, P5 0 S2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
500, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
501, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
502, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
503, C4 0 H1 1 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
504, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
505, C4 0 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 H1 2, 1 1 2 1 1 1 1, 0 1 -1 0 0 0 0 0
506, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
507, C4 0 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
508, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
509, N3 0 N3 1 C4 2 H1 3 H1 3, 1 2 1 1, 0 0 0 0 0
510, C4 0 O2 1 C4 1 H1 2 S2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
511, C4 0 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3 N3 1 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
512, C4 0 O2 1 N3 1 H1 2 N3 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
513, C4 0 H1 1 H1 1 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
514, C4 0 H1 1 H1 1 Cl1 1, 1 1 1, 0 0 0 0
515, C4 0 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
516, N3 0 N3 1 N3 2, 2 2, 0 1 -1
517, S6 0 O2 1 O2 1 C4 1 H1 2 F1 2 F1 2, 2 2 1 1 1 1, 0 0 0 0 0 0 0
518, C4 0 H1 1 H1 1 S4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0
519, C4 0 O2 1 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
520, P5 0 F1 1 O2 1, 1 2, 0 0 0
521, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
522, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 O2 2, 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0
523, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 P5 1 F1 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
524, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 Cl1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
525, C4 0 H1 1 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
526, C4 0 H1 1 Br1 1 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
527, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
528, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
529, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 S2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
530, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
531, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0 0
532, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
533, C4 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
534, C4 0 O2 1 C4 1 H1 2 H1 2 I1 2, 2 1 1 1 1, 0 0 0 0 0 0
535, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
536, C4 0 N3 1 H1 2 H1 2 N3 1 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0
537, C4 0 H1 1 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
538, C4 0 H1 1 C4 1 S2 2 N3 2 H1 3 H1 3, 1 1 2 1 1 1, 0 0 0 0 0 0 0
539, N3 0 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 2 1 1, 0 0 0 0 0 0
540, C4 0 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
541, C4 0 C4 1 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
542, O2 0 C4 1 O2 2 N3 2 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
543, C4 0 C4 1 H1 2 H1 2 Cl1 2 C4 1 H1 2 H1 2 Cl1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
544, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
545, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
546, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
547, C4 0 O2 1 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
548, C4 0 C4 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
549, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
550, N3 0 H1 1 O2 1, 1 1, 1 0 -1
551, Si4 0,, 0
552, C4 0 O2 1 H1 2 C4 1 N3 2, 1 1 1 3, 0 0 0 0 0
553, N3 0 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0
554, C4 0 H1 1 H1 1 Hg2 1 Cl1 2, 1 1 1 1, 0 0 0 0 0
555, Si4 0 C4 1 H1 2 H1 2 Cl1 2, 1 1 1 1, 0 0 0 0 0
556, P5 0 O2 1 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 N3 2, 2 1 1 1 1 1 1 1 1 1 1 3, 0 0 0 0 0 0 0 0 0 0 0 0 0
557, C4 0 H1 1 Br1 1 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
558, C4 0 N3 1 O2 2 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
559, N3 0 H1 1 C4 1 O2 2 N3 2 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
560, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
561, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
562, C4 0 H1 1 H1 1 C4 1 O2 2 O2 2, 1 1 1 1 2, 0 0 0 0 -1 0
563, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
564, C4 0 C4 1 O2 2 S2 2 H1 3, 1 2 1 1, 0 0 0 0 0
565, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
566, N3 0 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
567, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
568, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
569, C4 0 O2 1 C4 1 H1 2 H1 2 Cl1 2 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
570, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
571, Sn4 0 Cl1 1 Cl1 1, 1 1, 0 0 0
572, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0
573, S2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
574, N3 0 C4 1 S2 2 S2 2 H1 3, 1 2 1 1, 0 0 0 0 0
575, N3 0 O2 1 H1 2 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
576, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
577, C4 0 H1 1 Cl1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
578, C4 0 O2 1 N3 1 H1 2 H1 2, 2 1 1 1, 0 0 0 0 0
579, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
580, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0
581, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
582, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
583, N3 0 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1, 1 -1 0 0 0 0 0 0 0
584, C4 0 O2 1 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585, N3 0 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
586, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
587, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
588, C4 0 H1 1 H1 1 C4 1 Br1 2 Br1 2 Br1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
589, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0
