CID,ms,dg_in_3,dg_in_4,na_in_N3,na_ex_F1,na_ex_N3,na_ex_S2,C4_2_C4_2_1,C4_2_C4_3_1,C4_2_N3_2_1,C4_2_S2_2_1,C4_3_C4_3_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_4_O2_2_1,N3_3_N3_3_1,FC_3_C4_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_7_N3_0_H1_1_/_1_/_0_0,FC_8_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_11_O2_0_/_/_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_18_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_19_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_21_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_23_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_26_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_27_C4_0_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_/_0_0_0_0_0,FC_28_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_29_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_37_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_41_N3_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_43_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_47_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_N3_1,LeafAC_O2_N3_1,LeafAC_O2_S4_2
589653,0.494042,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222222,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589692,0.494042,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590544,0.690202,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.333333,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590549,0.690202,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.333333,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640537,1.0,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644073,0.131687,0.642857,1.0,0.125,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.111111,0.0,0.166667,0.333333,0.0,0.0,0.833333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847168,0.311721,0.214286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
907652,0.585992,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.125,0.666667,0.0,0.111111,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548887,0.47685,0.357143,0.0,0.0,0.333333,0.0,0.0,0.1,0.875,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.833333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3033962,0.214937,0.0714286,0.0,0.125,0.0,0.333333,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5280723,0.0969082,0.142857,0.0,0.0,0.0,0.0,0.0,0.7,0.75,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5284371,0.243209,0.428571,0.5,0.125,0.0,0.0,0.0,0.1,0.75,0.0,0.0,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.5,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0
5284636,0.250346,0.0714286,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333333,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5288826,0.269526,0.428571,0.5,0.125,0.0,0.0,0.0,0.1,0.75,0.0,0.0,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.5,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0
6145931,0.141455,0.214286,0.0,0.0,0.0,0.0,0.0,0.6,0.875,0.0,0.0,0.222222,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9547222,0.162667,0.428571,0.0,0.0,0.0,0.0,0.0,0.3,0.875,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11809740,0.0859483,0.5,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.222222,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12932793,0.853869,0.142857,0.0,0.5,0.0,0.0,1.0,0.0,0.125,0.666667,0.0,0.111111,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12932800,0.585992,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14712407,0.853869,0.142857,0.0,0.5,0.0,0.0,1.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20562618,0.241822,0.214286,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.111111,0.333333,1.0,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
23273698,0.390442,0.0714286,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23422050,0.557222,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23422065,0.557222,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222222,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23422066,0.557222,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23422096,0.585992,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23422103,0.39681,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
23422242,0.853869,0.142857,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.222222,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23424051,1.0,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23424052,1.0,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54682461,0.407876,0.357143,0.5,0.25,1.0,0.0,0.0,0.4,0.875,0.333333,0.0,0.333333,0.333333,0.0,0.166667,0.333333,0.0,1.0,0.166667,0.0,0.2,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57502361,0.241822,0.214286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.333333,1.0,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
135398634,0.624351,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.111111,0.333333,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135398638,0.66682,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135401907,0.66682,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.333333,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135460266,0.690202,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222222,0.666667,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163410284,0.220839,0.5,0.0,1.0,0.0,1.0,0.0,0.7,0.875,0.333333,0.0,0.777778,0.0,0.666667,0.0,0.0,0.0,0.166667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
